time	V(probe)
0.000000000000000e+00	1.661415e-04
1.000000000000000e-09	1.661415e-04
1.248610568318584e-09	1.661415e-04
1.250856815379706e-09	3.701869e-01
1.252088926162467e-09	7.172235e-01
1.252902087603194e-09	8.882352e-01
1.253808175820466e-09	1.038662e+00
1.255554669305170e-09	1.243168e+00
1.257566075613992e-09	1.383129e+00
1.260141821110733e-09	1.478582e+00
1.262944581048385e-09	1.526668e+00
1.266718463207163e-09	1.552402e+00
1.271324172464261e-09	1.561001e+00
1.278127939494563e-09	1.562322e+00
1.287812641946973e-09	1.560527e+00
1.301436035898277e-09	1.557803e+00
1.317067719259157e-09	1.554577e+00
1.336879188854997e-09	1.550133e+00
1.360399019037074e-09	1.544098e+00
1.392044267642776e-09	1.534216e+00
1.423664257270568e-09	1.521964e+00
1.456514525016099e-09	1.506558e+00
1.464551060577455e-09	1.502377e+00
1.480624131700167e-09	1.493553e+00
1.500000000000000e-09	1.482141e+00
1.505812760489950e-09	1.478556e+00
1.513563107809883e-09	1.473675e+00
1.529063802449749e-09	1.463568e+00
1.560065191729482e-09	1.442093e+00
1.622067970288947e-09	1.394883e+00
1.686927377145680e-09	1.340399e+00
1.772004333105458e-09	1.262525e+00
1.868346576793221e-09	1.167248e+00
1.886132972975721e-09	1.148962e+00
1.894641574090725e-09	1.140154e+00
1.899556876835884e-09	1.135050e+00
1.904634649247786e-09	1.129764e+00
1.909904023678032e-09	1.124267e+00
1.915771922458022e-09	1.118130e+00
1.921841505228842e-09	1.111768e+00
1.931517673191011e-09	1.101593e+00
1.941453247295628e-09	1.091112e+00
1.952034897291353e-09	1.079909e+00
1.965290074800488e-09	1.065832e+00
1.974070218486454e-09	1.056484e+00
1.984556701727657e-09	1.045298e+00
1.992706489005983e-09	1.036582e+00
2.001674247691734e-09	1.026988e+00
2.011746390139699e-09	1.016191e+00
2.024940238844069e-09	1.002046e+00
2.040344707670767e-09	9.855125e-01
2.060439113908246e-09	9.639590e-01
2.082106421964188e-09	9.407449e-01
2.101752978903742e-09	9.197487e-01
2.124989577686738e-09	8.950140e-01
2.152386915627000e-09	8.660323e-01
2.183417674662342e-09	8.335087e-01
2.219694980621025e-09	7.959833e-01
2.261541749406871e-09	7.534848e-01
2.288773945909365e-09	7.263402e-01
2.316564711593227e-09	6.990814e-01
2.345192557710540e-09	6.715139e-01
2.367647150025342e-09	6.502625e-01
2.391596191261245e-09	6.279674e-01
2.406960795033974e-09	6.138601e-01
2.422697275337574e-09	5.995876e-01
