time	V(probe)	V(n024)
9.877299370841984e-08	-5.130304e-04	-6.747100e-04
9.878758070580416e-08	-7.258399e-04	-8.875172e-04
9.879494875664401e-08	-8.309088e-04	-9.925849e-04
9.880035135820550e-08	-9.067446e-04	-1.068419e-03
9.880574009581207e-08	-9.812750e-04	-1.142949e-03
9.881203127414373e-08	-1.066784e-03	-1.228458e-03
9.881926075996337e-08	-1.162901e-03	-1.324574e-03
9.882737206057384e-08	-1.267802e-03	-1.429474e-03
9.883744719807466e-08	-1.393421e-03	-1.555090e-03
9.884906144184943e-08	-1.531255e-03	-1.692923e-03
9.886146599776801e-08	-1.669536e-03	-1.831203e-03
9.887320384025957e-08	-1.791249e-03	-1.952913e-03
9.888699178705352e-08	-1.922046e-03	-2.083710e-03
9.890173472849909e-08	-2.046452e-03	-2.208113e-03
9.891779059821083e-08	-2.162705e-03	-2.324365e-03
9.893053881276543e-08	-2.240092e-03	-2.401751e-03
9.894295786857318e-08	-2.302308e-03	-2.463965e-03
9.895485811586490e-08	-2.349418e-03	-2.511075e-03
9.896640029245816e-08	-2.383198e-03	-2.544854e-03
9.898318061093837e-08	-2.411074e-03	-2.572729e-03
9.900013865602172e-08	-2.413495e-03	-2.575149e-03
9.901718151283818e-08	-2.389843e-03	-2.551497e-03
9.903133052397962e-08	-2.350505e-03	-2.512159e-03
9.904555508031671e-08	-2.293244e-03	-2.454898e-03
9.906265891387375e-08	-2.201498e-03	-2.363152e-03
9.907640167177154e-08	-2.110232e-03	-2.271887e-03
9.908524725328137e-08	-2.043507e-03	-2.205162e-03
9.909570225653210e-08	-1.956901e-03	-2.118557e-03
9.910611165322769e-08	-1.862651e-03	-2.024308e-03
9.912017651097778e-08	-1.723272e-03	-1.884929e-03
9.913416073070027e-08	-1.571828e-03	-1.733486e-03
9.914809883549360e-08	-1.409157e-03	-1.570817e-03
9.916259099060402e-08	-1.228810e-03	-1.390471e-03
9.917896475452838e-08	-1.012978e-03	-1.174641e-03
9.919408841702341e-08	-8.038814e-04	-9.655465e-04
9.920685066140951e-08	-6.214036e-04	-7.830702e-04
9.921941439778899e-08	-4.374732e-04	-5.991416e-04
9.922821232566573e-08	-3.066569e-04	-4.683264e-04
9.923868219760879e-08	-1.494197e-04	-3.110907e-04
9.925102373151885e-08	3.732121e-05	-1.243516e-04
9.926404488918695e-08	2.349551e-04	7.328032e-05
9.927709668384848e-08	4.325360e-04	2.708594e-04
9.929005858315883e-08	6.270849e-04	4.654063e-04
9.930327796204361e-08	8.225921e-04	6.609114e-04
9.931648577405357e-08	1.013819e-03	8.521364e-04
9.933188772251269e-08	1.230038e-03	1.068353e-03
9.934548188493338e-08	1.413526e-03	1.251839e-03
9.936050153936893e-08	1.606703e-03	1.445014e-03
9.937035802019092e-08	1.727375e-03	1.565685e-03
9.938066617001616e-08	1.847842e-03	1.686150e-03
9.939032085798859e-08	1.954972e-03	1.793279e-03
9.940275072637670e-08	2.084179e-03	1.922484e-03
9.941316254953805e-08	2.184428e-03	2.022732e-03
9.942584527980259e-08	2.296100e-03	2.134403e-03
9.943770610753163e-08	2.389666e-03	2.227968e-03
9.945144982408513e-08	2.484317e-03	2.322617e-03
9.946264185447768e-08	2.550091e-03	2.388390e-03
9.947544725815191e-08	2.612486e-03	2.450785e-03
9.949098003055171e-08	2.669278e-03	2.507575e-03
9.950584605666905e-08	2.703857e-03	2.542153e-03
9.951762289902978e-08	2.717342e-03	2.555638e-03
9.952795155501016e-08	2.718985e-03	2.557281e-03
9.953781798813318e-08	2.711663e-03	2.549958e-03
9.955078477150604e-08	2.688885e-03	2.527180e-03
9.956251438873197e-08	2.655516e-03	2.493812e-03
9.957237936632445e-08	2.618185e-03	2.456480e-03
9.958300145084074e-08	2.568685e-03	2.406981e-03
9.959510250200637e-08	2.500794e-03	2.339090e-03
9.961127575913508e-08	2.391569e-03	2.229865e-03
9.962935714324828e-08	2.245571e-03	2.083868e-03
9.964429036557566e-08	2.107068e-03	1.945366e-03
9.965724212836195e-08	1.974710e-03	1.813009e-03
9.966662290336938e-08	1.872198e-03	1.710498e-03
9.967318492280555e-08	1.797364e-03	1.635664e-03
9.968101423901661e-08	1.704904e-03	1.543205e-03
9.969132065171443e-08	1.578257e-03	1.416559e-03
9.970104379271168e-08	1.454009e-03	1.292311e-03
9.971311198152342e-08	1.294013e-03	1.132318e-03
9.972498344554181e-08	1.131098e-03	9.694042e-04
9.973541000272832e-08	9.841166e-04	8.224239e-04
9.974644577108198e-08	8.252484e-04	6.635572e-04
9.975761289547474e-08	6.617107e-04	5.000220e-04
9.976596419067190e-08	5.379900e-04	3.763014e-04
9.977725643812355e-08	3.694102e-04	2.077231e-04
9.978744672938584e-08	2.165415e-04	5.485444e-05
9.979848074789899e-08	5.090542e-05	-1.107786e-04
9.981026624256216e-08	-1.253578e-04	-2.870402e-04
9.981925305297104e-08	-2.588229e-04	-4.205039e-04
9.982980955910945e-08	-4.139601e-04	-5.756412e-04
9.984045908415461e-08	-5.681060e-04	-7.297840e-04
9.985298495797099e-08	-7.455291e-04	-9.072052e-04
9.986348312563889e-08	-8.903685e-04	-1.052043e-03
9.987354465257513e-08	-1.025315e-03	-1.186988e-03
9.988785596610428e-08	-1.209732e-03	-1.371403e-03
9.990014385506847e-08	-1.360204e-03	-1.521874e-03
9.991206853318056e-08	-1.498466e-03	-1.660134e-03
9.992612554948303e-08	-1.650668e-03	-1.812334e-03
9.994209813702852e-08	-1.808204e-03	-1.969869e-03
9.995720379098537e-08	-1.940947e-03	-2.102610e-03
9.997407906957240e-08	-2.069226e-03	-2.230887e-03
9.998892407927363e-08	-2.163682e-03	-2.325342e-03
9.999784124042596e-08	-2.211831e-03	-2.373490e-03
1.000081648318395e-07	-2.259282e-03	-2.420941e-03
1.000184294980152e-07	-2.297483e-03	-2.459141e-03
1.000296967335797e-07	-2.328944e-03	-2.490602e-03
1.000406148390068e-07	-2.348857e-03	-2.510514e-03
1.000507420142138e-07	-2.357952e-03	-2.519608e-03
1.000603188702854e-07	-2.358223e-03	-2.519879e-03
1.000718389403693e-07	-2.347829e-03	-2.509485e-03
1.000841485848756e-07	-2.323846e-03	-2.485502e-03
1.000995951192808e-07	-2.275157e-03	-2.436813e-03
1.001122155684738e-07	-2.220264e-03	-2.381920e-03
1.001244247510504e-07	-2.154543e-03	-2.316200e-03
1.001371787169240e-07	-2.073027e-03	-2.234684e-03
1.001460683609530e-07	-2.008661e-03	-2.170319e-03
1.001583831591155e-07	-1.909670e-03	-2.071328e-03
1.001703500865383e-07	-1.802977e-03	-1.964636e-03
1.001802304907870e-07	-1.707462e-03	-1.869121e-03
1.001913514689984e-07	-1.592378e-03	-1.754039e-03
1.002024654343905e-07	-1.469826e-03	-1.631487e-03
1.002132040473004e-07	-1.344748e-03	-1.506410e-03
1.002307422844517e-07	-1.127862e-03	-1.289527e-03
1.002473152135077e-07	-9.102347e-04	-1.071901e-03
1.002642366329668e-07	-6.775627e-04	-8.392305e-04
1.002805051813543e-07	-4.460288e-04	-6.076987e-04
1.002931026948324e-07	-2.627936e-04	-4.244651e-04
1.003051032170341e-07	-8.609640e-05	-2.477695e-04
1.003179613478340e-07	1.045037e-04	-5.717117e-05
1.003307281114114e-07	2.940047e-04	1.323280e-04
1.003400580042376e-07	4.320585e-04	2.703806e-04
1.003505544499504e-07	5.863109e-04	4.246315e-04
1.003619949166106e-07	7.524864e-04	5.908054e-04
1.003728106477259e-07	9.070669e-04	7.453844e-04
1.003823228623977e-07	1.040487e-03	8.788027e-04
1.003912386880546e-07	1.162993e-03	1.001308e-03
1.004004961672964e-07	1.287206e-03	1.125521e-03
1.004100329152189e-07	1.411600e-03	1.249913e-03
1.004215651732945e-07	1.556612e-03	1.394923e-03
1.004308736129153e-07	1.668941e-03	1.507251e-03
1.004411933346910e-07	1.788081e-03	1.626389e-03
1.004578276843811e-07	1.967038e-03	1.805345e-03
1.004698324512345e-07	2.085444e-03	1.923749e-03
1.004821388717455e-07	2.196722e-03	2.035026e-03
1.004912626760232e-07	2.272294e-03	2.110597e-03
1.005013716446785e-07	2.348821e-03	2.187123e-03
1.005161412138017e-07	2.446455e-03	2.284756e-03
1.005331774835162e-07	2.537368e-03	2.375668e-03
1.005517878701232e-07	2.609127e-03	2.447426e-03
1.005688454538775e-07	2.648948e-03	2.487245e-03
1.005851486275931e-07	2.663422e-03	2.501719e-03
1.006009775316758e-07	2.655298e-03	2.493595e-03
1.006163598835821e-07	2.626544e-03	2.464841e-03
1.006259345828102e-07	2.598356e-03	2.436653e-03
1.006347905143040e-07	2.565349e-03	2.403646e-03
1.006443062676566e-07	2.522569e-03	2.360866e-03
1.006546054039998e-07	2.467886e-03	2.306184e-03
1.006679044796250e-07	2.384736e-03	2.223034e-03
1.006812783958886e-07	2.287342e-03	2.125641e-03
1.006935380682504e-07	2.186442e-03	2.024741e-03
1.007070122631427e-07	2.063400e-03	1.901700e-03
1.007206994682613e-07	1.926170e-03	1.764472e-03
1.007349894722497e-07	1.770714e-03	1.609017e-03
1.007479558102184e-07	1.619787e-03	1.458091e-03
1.007600239270231e-07	1.471688e-03	1.309993e-03
1.007686742529829e-07	1.361421e-03	1.199727e-03
1.007777715294311e-07	1.242133e-03	1.080440e-03
1.007865305084176e-07	1.124376e-03	9.626841e-04
1.007988124605730e-07	9.551087e-04	7.934180e-04
1.008126925972391e-07	7.589859e-04	5.972968e-04
1.008230767561644e-07	6.096149e-04	4.479272e-04
1.008353498729693e-07	4.310671e-04	2.693809e-04
1.008481038246221e-07	2.441632e-04	8.247868e-05
1.008661202133806e-07	-2.007219e-05	-1.817543e-04
1.008837928887020e-07	-2.770531e-04	-4.387329e-04
1.009012528990660e-07	-5.260299e-04	-6.877074e-04
1.009119567705547e-07	-6.751828e-04	-8.368588e-04
1.009221051429215e-07	-8.134360e-04	-9.751107e-04
1.009324863280622e-07	-9.511457e-04	-1.112819e-03
1.009462636968404e-07	-1.127189e-03	-1.288861e-03
1.009569648190347e-07	-1.258025e-03	-1.419695e-03
1.009681261671531e-07	-1.388340e-03	-1.550009e-03
1.009808556071430e-07	-1.528582e-03	-1.690250e-03
1.009881851920605e-07	-1.605019e-03	-1.766686e-03
1.010000000000000e-07	-1.721088e-03	-1.882754e-03
1.010011814807940e-07	-1.732152e-03	-1.893818e-03
1.010035444423819e-07	-1.754092e-03	-1.915758e-03
1.010082703655577e-07	-1.796835e-03	-1.958500e-03
1.010148208998639e-07	-1.853518e-03	-2.015183e-03
1.010245171035974e-07	-1.931796e-03	-2.093459e-03
1.010363455196461e-07	-2.017872e-03	-2.179534e-03
1.010470552158483e-07	-2.086574e-03	-2.248235e-03
1.010593820399655e-07	-2.154409e-03	-2.316070e-03
1.010703005696562e-07	-2.204190e-03	-2.365850e-03
1.010810034289520e-07	-2.243380e-03	-2.405039e-03
1.010933040937079e-07	-2.276473e-03	-2.438132e-03
1.011042615151032e-07	-2.295066e-03	-2.456725e-03
1.011133647683756e-07	-2.302654e-03	-2.464312e-03
1.011232874233141e-07	-2.302773e-03	-2.464431e-03
1.011347162115637e-07	-2.292382e-03	-2.454040e-03
1.011493747354263e-07	-2.262656e-03	-2.424314e-03
1.011597903499305e-07	-2.230439e-03	-2.392097e-03
1.011697257624812e-07	-2.191246e-03	-2.352904e-03
1.011806170561514e-07	-2.138964e-03	-2.300622e-03
1.011926558067111e-07	-2.070097e-03	-2.231755e-03
1.012062343977734e-07	-1.978902e-03	-2.140561e-03
1.012251265904380e-07	-1.829352e-03	-1.991012e-03
1.012370901075763e-07	-1.721662e-03	-1.883323e-03
1.012405627865150e-07	-1.688606e-03	-1.850268e-03
1.012475081443926e-07	-1.620184e-03	-1.781845e-03
1.012493094355879e-07	-1.601941e-03	-1.763604e-03
1.012499877991806e-07	-1.595020e-03	-1.756682e-03
1.012502578575668e-07	2.295335e-02	2.279164e-02
1.012504816550737e-07	6.307192e-02	6.291014e-02
1.012506239652824e-07	8.799967e-02	8.783785e-02
1.012507781651063e-07	1.145103e-01	1.143485e-01
1.012510865647542e-07	1.660157e-01	1.658537e-01
1.012517033640498e-07	2.632454e-01	2.630833e-01
1.012524012199464e-07	3.645218e-01	3.643595e-01
1.012533171390980e-07	4.846600e-01	4.844974e-01
1.012542115548458e-07	5.892996e-01	5.891368e-01
1.012559502876992e-07	7.622624e-01	7.620993e-01
1.012579879825573e-07	9.221398e-01	9.219764e-01
1.012611166343691e-07	1.100660e+00	1.100496e+00
1.012648077225943e-07	1.237480e+00	1.237316e+00
1.012701282769663e-07	1.350092e+00	1.349928e+00
1.012757509853598e-07	1.407490e+00	1.407326e+00
1.012833283087951e-07	1.439698e+00	1.439534e+00
1.012920708272499e-07	1.449985e+00	1.449821e+00
1.013048976399222e-07	1.449919e+00	1.449755e+00
1.013200598319698e-07	1.444294e+00	1.444129e+00
1.013303531249745e-07	1.439878e+00	1.439714e+00
1.013383796045373e-07	1.436262e+00	1.436098e+00
1.013479215350470e-07	1.431725e+00	1.431561e+00
1.013577165840478e-07	1.426755e+00	1.426590e+00
1.013701469528701e-07	1.419920e+00	1.419755e+00
1.013834632201748e-07	1.411864e+00	1.411699e+00
1.013943542930692e-07	1.404661e+00	1.404497e+00
1.014027842204252e-07	1.398686e+00	1.398522e+00
1.014132358199782e-07	1.390777e+00	1.390613e+00
1.014247702156161e-07	1.381397e+00	1.381232e+00
1.014414574697821e-07	1.366617e+00	1.366452e+00
1.014575257923899e-07	1.351062e+00	1.350897e+00
1.014697893770952e-07	1.338347e+00	1.338183e+00
1.014814159320656e-07	1.325652e+00	1.325488e+00
1.014840507315782e-07	1.322692e+00	1.322527e+00
1.014893203306033e-07	1.316680e+00	1.316516e+00
1.014943701061920e-07	1.310809e+00	1.310645e+00
1.015000000000000e-07	1.304141e+00	1.303977e+00
1.015016889681424e-07	1.302115e+00	1.301950e+00
1.015039409256656e-07	1.299396e+00	1.299232e+00
1.015084448407120e-07	1.293900e+00	1.293736e+00
1.015149163378294e-07	1.285869e+00	1.285705e+00
1.015214825698610e-07	1.277562e+00	1.277398e+00
1.015305306296060e-07	1.265867e+00	1.265703e+00
1.015405905861203e-07	1.252542e+00	1.252377e+00
1.015512735111887e-07	1.238039e+00	1.237874e+00
1.015616743692643e-07	1.223590e+00	1.223426e+00
1.015772325464811e-07	1.201413e+00	1.201249e+00
1.015943310640020e-07	1.176320e+00	1.176156e+00
1.016114684571820e-07	1.150478e+00	1.150314e+00
1.016299628349579e-07	1.121887e+00	1.121724e+00
1.016414436041272e-07	1.103803e+00	1.103639e+00
1.016562082641819e-07	1.080206e+00	1.080042e+00
1.016700345760223e-07	1.057790e+00	1.057626e+00
1.016825734988001e-07	1.037220e+00	1.037056e+00
1.016922777178474e-07	1.021156e+00	1.020993e+00
1.017025926963012e-07	1.003956e+00	1.003792e+00
1.017122977608618e-07	9.876633e-01	9.874997e-01
1.017292102791089e-07	9.590462e-01	9.588826e-01
1.017466782603310e-07	9.292210e-01	9.290575e-01
1.017663245933919e-07	8.953960e-01	8.952325e-01
1.017851124601610e-07	8.628070e-01	8.626437e-01
1.018014242904217e-07	8.343443e-01	8.341810e-01
1.018137561530410e-07	8.127329e-01	8.125696e-01
1.018239346882611e-07	7.948403e-01	7.946771e-01
1.018334090000185e-07	7.781453e-01	7.779821e-01
1.018504573467873e-07	7.480210e-01	7.478578e-01
1.018622494337681e-07	7.271329e-01	7.269697e-01
1.018774117549377e-07	7.002349e-01	7.000719e-01
1.018868722195620e-07	6.834390e-01	6.832760e-01
1.018926269231905e-07	6.732212e-01	6.730583e-01
1.018986869886255e-07	6.624629e-01	6.623001e-01
1.019067211190216e-07	6.482071e-01	6.480445e-01
1.019143888859825e-07	6.346131e-01	6.344509e-01
1.019235489232211e-07	6.183964e-01	6.182349e-01
1.019323782678879e-07	6.027968e-01	6.026362e-01
1.019401535927225e-07	5.890930e-01	5.889323e-01
1.019491917933395e-07	5.732082e-01	5.730498e-01
1.019593882308408e-07	5.553604e-01	5.552039e-01
1.019696940851278e-07	5.374109e-01	5.372567e-01
1.019807815265208e-07	5.182167e-01	5.180652e-01
1.019975746621313e-07	4.894113e-01	4.892646e-01
1.020160366429744e-07	4.581609e-01	4.580200e-01
1.020422920912048e-07	4.145612e-01	4.144295e-01
1.020713599514913e-07	3.675201e-01	3.673989e-01
1.020954159677874e-07	3.295897e-01	3.294773e-01
1.021215297841120e-07	2.894321e-01	2.893287e-01
1.021452144650028e-07	2.539172e-01	2.538214e-01
1.021747761698948e-07	2.108295e-01	2.107422e-01
1.022066430923384e-07	1.660461e-01	1.659666e-01
1.022434186715117e-07	1.168125e-01	1.167404e-01
1.022830268128384e-07	6.716116e-02	6.709486e-02
1.023302343953009e-07	1.305229e-02	1.299058e-02
1.023804805348597e-07	-3.839478e-02	-3.845406e-02
1.024350157148918e-07	-8.761400e-02	-8.767302e-02
1.025047319142274e-07	-1.416895e-01	-1.417511e-01
1.025706736581125e-07	-1.841600e-01	-1.842261e-01
1.026518515290496e-07	-2.250548e-01	-2.251288e-01
1.027355598503718e-07	-2.548123e-01	-2.548962e-01
1.028337212937022e-07	-2.737670e-01	-2.738640e-01
1.029321270016912e-07	-2.782615e-01	-2.783721e-01
1.030254251354836e-07	-2.783534e-01	-2.784767e-01
1.031223315127961e-07	-2.820401e-01	-2.821761e-01
1.032156723166319e-07	-2.867256e-01	-2.868726e-01
1.033131605245289e-07	-2.878049e-01	-2.879623e-01
1.034212045923524e-07	-2.869872e-01	-2.871540e-01
1.035110565145331e-07	-2.909501e-01	-2.911233e-01
1.035791187091050e-07	-2.994316e-01	-2.996087e-01
1.036364534750983e-07	-3.101496e-01	-3.103299e-01
1.036760675614145e-07	-3.192452e-01	-3.194264e-01
1.037255068109558e-07	-3.320636e-01	-3.322448e-01
1.037680812244746e-07	-3.436725e-01	-3.438564e-01
1.038144526573642e-07	-3.566808e-01	-3.568646e-01
1.038352907079044e-07	-3.628440e-01	-3.630298e-01
1.038542611050159e-07	-3.688471e-01	-3.690325e-01
1.038785788420536e-07	-3.772854e-01	-3.774708e-01
1.038983764279720e-07	-3.847552e-01	-3.849405e-01
1.039207465824441e-07	-3.935627e-01	-3.937481e-01
1.039318024103112e-07	-3.979546e-01	-3.981411e-01
1.039382939828339e-07	-4.005211e-01	-4.007075e-01
1.039459534100426e-07	-4.035338e-01	-4.037203e-01
1.039511076879588e-07	-4.055535e-01	-4.057400e-01
1.039582409636820e-07	-4.083417e-01	-4.085281e-01
1.039663163350065e-07	-4.114903e-01	-4.116767e-01
1.039733834844143e-07	-4.142392e-01	-4.144256e-01
1.039790361939717e-07	-4.164324e-01	-4.166188e-01
1.039843184737217e-07	-4.184760e-01	-4.186623e-01
1.039941082573397e-07	-4.222400e-01	-4.224263e-01
1.040059895492862e-07	-4.267478e-01	-4.269342e-01
1.040233595149233e-07	-4.331462e-01	-4.333326e-01
1.040439865158225e-07	-4.403014e-01	-4.404878e-01
1.040581625301623e-07	-4.448677e-01	-4.450550e-01
1.040710754138994e-07	-4.487863e-01	-4.489736e-01
1.040845074751151e-07	-4.527083e-01	-4.528956e-01
1.040987315256021e-07	-4.568126e-01	-4.569999e-01
1.041162710578563e-07	-4.619311e-01	-4.621184e-01
1.041341945310799e-07	-4.672713e-01	-4.674586e-01
1.041504392027687e-07	-4.721867e-01	-4.723744e-01
1.041655836985156e-07	-4.768181e-01	-4.770059e-01
1.041909360134001e-07	-4.847019e-01	-4.848897e-01
1.042182054387076e-07	-4.933244e-01	-4.935125e-01
1.042470887527263e-07	-5.024316e-01	-5.026197e-01
1.042769734875961e-07	-5.115412e-01	-5.117296e-01
1.043039296078451e-07	-5.192312e-01	-5.194198e-01
1.043333960285869e-07	-5.267807e-01	-5.269692e-01
1.043584376097365e-07	-5.322784e-01	-5.324674e-01
1.043862581993330e-07	-5.371454e-01	-5.373345e-01
1.044107319943973e-07	-5.402135e-01	-5.404032e-01
1.044300972180448e-07	-5.418035e-01	-5.419931e-01
1.044518359606186e-07	-5.427247e-01	-5.429149e-01
1.044745948210532e-07	-5.427665e-01	-5.429571e-01
1.044964367413976e-07	-5.419991e-01	-5.421901e-01
1.045139077487934e-07	-5.408793e-01	-5.410707e-01
1.045318960169069e-07	-5.393108e-01	-5.395025e-01
1.045534438427939e-07	-5.369244e-01	-5.371166e-01
1.045766509497847e-07	-5.337687e-01	-5.339614e-01
1.045951993327034e-07	-5.308235e-01	-5.310166e-01
1.046218468336054e-07	-5.259570e-01	-5.261508e-01
1.046478649158907e-07	-5.204888e-01	-5.206833e-01
1.046872144421176e-07	-5.107437e-01	-5.109392e-01
1.047082399155293e-07	-5.047242e-01	-5.049204e-01
1.047270688785842e-07	-4.987997e-01	-4.989964e-01
1.047483540774624e-07	-4.915141e-01	-4.917114e-01
1.047673385732398e-07	-4.845348e-01	-4.847326e-01
1.047921679384467e-07	-4.747889e-01	-4.749875e-01
1.048181333507482e-07	-4.638901e-01	-4.640895e-01
1.048564225802196e-07	-4.465619e-01	-4.467624e-01
1.049002830002447e-07	-4.249616e-01	-4.251634e-01
1.049453660792091e-07	-4.009841e-01	-4.011873e-01
1.049815475318570e-07	-3.806904e-01	-3.808946e-01
1.050266615853340e-07	-3.546803e-01	-3.548858e-01
1.050608850029909e-07	-3.347639e-01	-3.349704e-01
1.050924418955333e-07	-3.164383e-01	-3.166456e-01
1.051259214117761e-07	-2.971629e-01	-2.973711e-01
1.051591665686530e-07	-2.783920e-01	-2.786010e-01
1.051774899698485e-07	-2.682893e-01	-2.684990e-01
1.051908200338122e-07	-2.610711e-01	-2.612808e-01
1.052061606570071e-07	-2.528787e-01	-2.530887e-01
1.052215864231529e-07	-2.447177e-01	-2.449281e-01
1.052431106879668e-07	-2.333445e-01	-2.335549e-01
1.052601626662663e-07	-2.242789e-01	-2.244899e-01
1.052788378258965e-07	-2.142633e-01	-2.144745e-01
1.052961279929387e-07	-2.049316e-01	-2.051429e-01
1.053201345909118e-07	-1.919649e-01	-1.921766e-01
1.053488154340552e-07	-1.765746e-01	-1.767865e-01
1.053675866966854e-07	-1.666135e-01	-1.668256e-01
1.053787462904284e-07	-1.607554e-01	-1.609676e-01
1.053903000502904e-07	-1.547642e-01	-1.549764e-01
1.054073591881503e-07	-1.461065e-01	-1.463187e-01
1.054334722646023e-07	-1.333945e-01	-1.336068e-01
1.054637892530197e-07	-1.194989e-01	-1.197110e-01
1.054932520378423e-07	-1.067622e-01	-1.069742e-01
1.055285995534905e-07	-9.213784e-02	-9.234947e-02
1.055730693413591e-07	-7.424808e-02	-7.445910e-02
1.056147764292237e-07	-5.779873e-02	-5.800897e-02
1.056591383757894e-07	-4.099585e-02	-4.120506e-02
1.057045165332268e-07	-2.531574e-02	-2.552365e-02
1.057552955896950e-07	-1.052271e-02	-1.072892e-02
1.058214557536595e-07	3.652599e-03	3.448970e-03
1.058820498866282e-07	1.205906e-02	1.185810e-02
1.059393590142360e-07	1.723221e-02	1.703397e-02
1.059885765983627e-07	2.028403e-02	2.008823e-02
1.060416134420491e-07	2.219035e-02	2.199726e-02
1.060824905686915e-07	2.236467e-02	2.217371e-02
1.061204105332100e-07	2.124693e-02	2.105797e-02
1.061634232800766e-07	1.853490e-02	1.834819e-02
1.062008953451950e-07	1.525221e-02	1.506743e-02
1.062388540140314e-07	1.153082e-02	1.134873e-02
1.062833986566772e-07	7.187532e-03	7.006888e-03
1.063338466414122e-07	2.666130e-03	2.487880e-03
1.063792672989252e-07	-9.440901e-04	-1.120022e-03
1.064271587323050e-07	-4.193950e-03	-4.368088e-03
1.064711217662452e-07	-6.517291e-03	-6.689659e-03
1.065224756534213e-07	-8.170066e-03	-8.340528e-03
1.065708281451218e-07	-8.399496e-03	-8.568344e-03
1.066127940639755e-07	-7.300243e-03	-7.467470e-03
1.066603398552494e-07	-4.482385e-03	-4.648741e-03
1.067115111314697e-07	2.053822e-04	4.016780e-05
1.067441322118832e-07	4.005124e-03	3.841113e-03
1.067700299929912e-07	7.525408e-03	7.361271e-03
1.068059188986447e-07	1.325485e-02	1.309126e-02
1.068403304540556e-07	1.961719e-02	1.945405e-02
1.068813380791848e-07	2.801052e-02	2.784783e-02
1.069056700437704e-07	3.326643e-02	3.310413e-02
1.069306446159318e-07	3.876382e-02	3.860153e-02
1.069601015829288e-07	4.529054e-02	4.512843e-02
1.069941476400991e-07	5.275242e-02	5.259029e-02
1.070241377279664e-07	5.914381e-02	5.898196e-02
1.070438925099631e-07	6.325521e-02	6.309343e-02
1.070626941101773e-07	6.715304e-02	6.699127e-02
1.070824654693579e-07	7.130670e-02	7.114492e-02
1.071148524667094e-07	7.829934e-02	7.813761e-02
1.071476069835341e-07	8.558856e-02	8.542682e-02
1.071651964899234e-07	8.957598e-02	8.941423e-02
1.071787584522956e-07	9.267186e-02	9.251012e-02
1.071916217613340e-07	9.560797e-02	9.544621e-02
1.072080777170165e-07	9.933062e-02	9.916884e-02
1.072255327185477e-07	1.032086e-01	1.030468e-01
1.072496265629258e-07	1.084173e-01	1.082555e-01
1.072674627222869e-07	1.121609e-01	1.119991e-01
1.072825340227591e-07	1.152461e-01	1.150843e-01
1.072964249031633e-07	1.180227e-01	1.178608e-01
1.073113214198697e-07	1.209249e-01	1.207630e-01
1.073215062332626e-07	1.228625e-01	1.227006e-01
1.073328380455898e-07	1.249728e-01	1.248109e-01
1.073457559768622e-07	1.273217e-01	1.271598e-01
1.073579904952088e-07	1.294928e-01	1.293309e-01
1.073677756437066e-07	1.311932e-01	1.310312e-01
1.073786203417946e-07	1.330417e-01	1.328798e-01
1.074003097379705e-07	1.366345e-01	1.364725e-01
1.074242406857144e-07	1.404563e-01	1.402944e-01
1.074439228601680e-07	1.435056e-01	1.433437e-01
1.074602587873817e-07	1.459848e-01	1.458230e-01
1.074693120975302e-07	1.473439e-01	1.471821e-01
1.074830795838784e-07	1.494002e-01	1.492384e-01
1.074975476756909e-07	1.515522e-01	1.513904e-01
1.075098151239568e-07	1.533688e-01	1.532071e-01
1.075197801595931e-07	1.548370e-01	1.546753e-01
1.075329235761186e-07	1.567621e-01	1.566005e-01
1.075466774071468e-07	1.587621e-01	1.586005e-01
1.075582257384274e-07	1.604267e-01	1.602652e-01
1.075711955443316e-07	1.622721e-01	1.621106e-01
1.075901245371814e-07	1.648919e-01	1.647305e-01
1.076118602816523e-07	1.677432e-01	1.675819e-01
1.076320051477772e-07	1.701843e-01	1.700232e-01
1.076461642298997e-07	1.717605e-01	1.715997e-01
1.076624985519663e-07	1.734200e-01	1.732592e-01
1.076773605601915e-07	1.747771e-01	1.746165e-01
1.077070845766418e-07	1.770633e-01	1.769030e-01
1.077283015812223e-07	1.783643e-01	1.782043e-01
1.077500180528988e-07	1.794457e-01	1.792860e-01
1.077748730623604e-07	1.804224e-01	1.802630e-01
1.078044378160543e-07	1.812860e-01	1.811269e-01
1.078415808324399e-07	1.819697e-01	1.818112e-01
1.078756097999109e-07	1.821910e-01	1.820330e-01
1.079036471895788e-07	1.820311e-01	1.818736e-01
1.079355815331621e-07	1.813819e-01	1.812250e-01
1.079695324358201e-07	1.800179e-01	1.798616e-01
1.080109339205077e-07	1.771993e-01	1.770438e-01
1.080595605886299e-07	1.721036e-01	1.719491e-01
1.081044908372519e-07	1.657370e-01	1.655834e-01
1.081472050621699e-07	1.583479e-01	1.581952e-01
1.081943933080846e-07	1.488015e-01	1.486498e-01
1.082387990352756e-07	1.387043e-01	1.385535e-01
1.082817720800640e-07	1.283173e-01	1.281674e-01
1.083132677350094e-07	1.205941e-01	1.204447e-01
1.083439502516440e-07	1.131494e-01	1.130006e-01
1.083803344219803e-07	1.045010e-01	1.043529e-01
1.084127301105698e-07	9.693954e-02	9.679195e-02
1.084466417232057e-07	8.902819e-02	8.888111e-02
