time	V(probe)	V(n024)
4.429278226787340e-08	1.995662e-03	1.833940e-03
4.430711643080420e-08	1.905936e-03	1.744214e-03
4.431559951937996e-08	1.846910e-03	1.685190e-03
4.432406238306436e-08	1.783833e-03	1.622113e-03
4.433271715603118e-08	1.715160e-03	1.553440e-03
4.434428211331341e-08	1.617153e-03	1.455434e-03
4.435544429460128e-08	1.516165e-03	1.354447e-03
4.436883369625437e-08	1.387395e-03	1.225679e-03
4.438245854025446e-08	1.248592e-03	1.086878e-03
4.439814626746101e-08	1.080268e-03	9.185563e-04
4.441191325485418e-08	9.260970e-04	7.643879e-04
4.442454115145698e-08	7.802984e-04	6.185916e-04
4.443780161144393e-08	6.236183e-04	4.619142e-04
4.445335250534898e-08	4.365136e-04	2.748128e-04
4.446305561314887e-08	3.185207e-04	1.568220e-04
4.447466504191202e-08	1.768002e-04	1.510414e-05
4.448656066693873e-08	3.161332e-05	-1.300799e-04
4.450132450829595e-08	-1.474359e-04	-3.091256e-04
4.451299565804951e-08	-2.873114e-04	-4.489983e-04
4.452373169667705e-08	-4.140371e-04	-5.757214e-04
4.453654625630975e-08	-5.621002e-04	-7.237812e-04
4.455134092075798e-08	-7.276690e-04	-8.893464e-04
4.456643015758596e-08	-8.893806e-04	-1.051054e-03
4.458457273774830e-08	-1.072410e-03	-1.234079e-03
4.459423396147532e-08	-1.164205e-03	-1.325872e-03
4.460439381987663e-08	-1.256008e-03	-1.417672e-03
4.461417185484111e-08	-1.339482e-03	-1.501144e-03
4.462942571310741e-08	-1.459445e-03	-1.621104e-03
4.464322538394394e-08	-1.556564e-03	-1.718220e-03
4.465699019219758e-08	-1.641968e-03	-1.803622e-03
4.467074242012403e-08	-1.715297e-03	-1.876949e-03
4.468352613999234e-08	-1.772291e-03	-1.933940e-03
4.469518742739761e-08	-1.814613e-03	-1.976260e-03
4.470325579165835e-08	-1.838387e-03	-2.000034e-03
4.471302292914752e-08	-1.861047e-03	-2.022692e-03
4.472397104159290e-08	-1.878395e-03	-2.040040e-03
4.473611682426895e-08	-1.887611e-03	-2.049253e-03
4.474728428361879e-08	-1.886738e-03	-2.048379e-03
4.475608794590344e-08	-1.879740e-03	-2.041381e-03
4.476516076834735e-08	-1.866731e-03	-2.028371e-03
4.477626433611676e-08	-1.842865e-03	-2.004505e-03
4.478940082780943e-08	-1.803483e-03	-1.965122e-03
4.480173759122002e-08	-1.755700e-03	-1.917338e-03
4.481398590791638e-08	-1.698172e-03	-1.859811e-03
4.482599564399581e-08	-1.632303e-03	-1.793942e-03
4.484119711830587e-08	-1.536052e-03	-1.697692e-03
4.485598884633592e-08	-1.429261e-03	-1.590901e-03
4.486938276787352e-08	-1.322065e-03	-1.483707e-03
4.488121368050656e-08	-1.219637e-03	-1.381280e-03
4.489035451405105e-08	-1.135850e-03	-1.297494e-03
4.490016680414245e-08	-1.041722e-03	-1.203367e-03
4.490994281087124e-08	-9.439363e-04	-1.105583e-03
4.491917044868000e-08	-8.482609e-04	-1.009909e-03
4.492801552995574e-08	-7.537475e-04	-9.153954e-04
4.493614894540687e-08	-6.646363e-04	-8.262869e-04
4.494159127951280e-08	-6.039342e-04	-7.655857e-04
4.494645784364997e-08	-5.489865e-04	-7.106395e-04
4.495145653005414e-08	-4.919434e-04	-6.535968e-04
4.495650039586775e-08	-4.338145e-04	-5.954679e-04
4.496372489230794e-08	-3.496629e-04	-5.113186e-04
4.497458329351000e-08	-2.215350e-04	-3.831929e-04
4.498566594423509e-08	-8.917886e-05	-2.508391e-04
4.499705226950479e-08	4.787366e-05	-1.137891e-04
4.500886849201870e-08	1.905861e-04	2.892076e-05
4.501711570629238e-08	2.901414e-04	1.284760e-04
4.502714581010199e-08	4.107449e-04	2.490753e-04
4.503839207200717e-08	5.448562e-04	3.831839e-04
4.504819204467527e-08	6.603354e-04	4.986604e-04
4.505881631521683e-08	7.835812e-04	6.219040e-04
4.507090423869683e-08	9.207377e-04	7.590577e-04
4.508369388169870e-08	1.061565e-03	8.998819e-04
4.509274372450915e-08	1.158145e-03	9.964600e-04
4.510288502388331e-08	1.262936e-03	1.101248e-03
4.511621509752083e-08	1.394526e-03	1.232835e-03
4.513313936236761e-08	1.550358e-03	1.388664e-03
4.514513368295974e-08	1.652481e-03	1.490784e-03
4.515797575602412e-08	1.753464e-03	1.591764e-03
4.517182769041239e-08	1.852053e-03	1.690350e-03
4.518554954357846e-08	1.938523e-03	1.776818e-03
4.519877846385971e-08	2.010814e-03	1.849106e-03
4.520966061591238e-08	2.061822e-03	1.900112e-03
4.522262574775984e-08	2.112301e-03	1.950589e-03
4.523192670580445e-08	2.141477e-03	1.979764e-03
4.524107140048569e-08	2.164328e-03	2.002614e-03
4.525475142545572e-08	2.187570e-03	2.025854e-03
4.527045559800170e-08	2.197940e-03	2.036222e-03
4.528573109430911e-08	2.191238e-03	2.029519e-03
4.529951278463571e-08	2.171031e-03	2.009312e-03
4.531290151322998e-08	2.138672e-03	1.976952e-03
4.532801368109135e-08	2.087355e-03	1.925635e-03
4.533979315277527e-08	2.036713e-03	1.874992e-03
4.535208162593328e-08	1.974249e-03	1.812530e-03
4.536070499919741e-08	1.924706e-03	1.762986e-03
4.537144115781523e-08	1.856683e-03	1.694964e-03
4.538331112420496e-08	1.773604e-03	1.611885e-03
4.539541352599849e-08	1.680796e-03	1.519079e-03
4.540613493156429e-08	1.592118e-03	1.430401e-03
4.541805460701303e-08	1.486875e-03	1.325160e-03
4.543038834869929e-08	1.371139e-03	1.209426e-03
4.544207375086730e-08	1.255618e-03	1.093906e-03
4.545468879993606e-08	1.125160e-03	9.634495e-04
4.546867847851535e-08	9.743792e-04	8.126713e-04
4.548401531541154e-08	8.028914e-04	6.411861e-04
4.549821056757286e-08	6.395580e-04	4.778554e-04
4.550860181229590e-08	5.178439e-04	3.561435e-04
4.551828669497377e-08	4.032417e-04	2.415433e-04
4.552868010726653e-08	2.794575e-04	1.177613e-04
4.554199139963568e-08	1.204713e-04	-4.122202e-05
4.555320535525564e-08	-1.323714e-05	-1.749279e-04
4.556576185353290e-08	-1.619020e-04	-3.235899e-04
4.557695718970994e-08	-2.928987e-04	-4.545839e-04
4.558828891031330e-08	-4.233778e-04	-5.850604e-04
4.559995243103217e-08	-5.548415e-04	-7.165213e-04
4.561218958687557e-08	-6.890017e-04	-8.506787e-04
4.562862699825226e-08	-8.618805e-04	-1.023554e-03
4.564512976655846e-08	-1.025573e-03	-1.187243e-03
4.565580244578464e-08	-1.125483e-03	-1.287150e-03
4.566426435271170e-08	-1.201039e-03	-1.362704e-03
4.567477098101595e-08	-1.290021e-03	-1.451684e-03
4.568736163917813e-08	-1.389160e-03	-1.550821e-03
4.570186002338438e-08	-1.492540e-03	-1.654198e-03
4.571269262030338e-08	-1.561851e-03	-1.723506e-03
4.572307442196616e-08	-1.621601e-03	-1.783255e-03
4.573326711520990e-08	-1.673689e-03	-1.835340e-03
4.574888560843324e-08	-1.740417e-03	-1.902067e-03
4.576405827502966e-08	-1.789660e-03	-1.951307e-03
4.577613002449973e-08	-1.817608e-03	-1.979253e-03
4.579141113684331e-08	-1.838465e-03	-2.000109e-03
4.580592497297703e-08	-1.843131e-03	-2.004774e-03
4.581739756211307e-08	-1.836354e-03	-1.997996e-03
4.582955112907391e-08	-1.819134e-03	-1.980775e-03
4.584171840702755e-08	-1.791639e-03	-1.953281e-03
4.585257897141278e-08	-1.758547e-03	-1.920187e-03
4.586179046281657e-08	-1.724261e-03	-1.885902e-03
4.587073479030286e-08	-1.685615e-03	-1.847256e-03
4.588313376818283e-08	-1.623539e-03	-1.785180e-03
4.589897832411331e-08	-1.530349e-03	-1.691990e-03
4.591589185669137e-08	-1.414569e-03	-1.576212e-03
4.593175063609288e-08	-1.291712e-03	-1.453356e-03
4.594680523066397e-08	-1.163291e-03	-1.324936e-03
4.595856703210478e-08	-1.055610e-03	-1.217257e-03
4.596963063514520e-08	-9.489651e-04	-1.110613e-03
4.598506919344658e-08	-7.924173e-04	-9.540679e-04
4.599748011997018e-08	-6.607627e-04	-8.224152e-04
4.600628082624938e-08	-5.646849e-04	-7.263396e-04
4.601670304794872e-08	-4.484242e-04	-6.100801e-04
4.602902548998528e-08	-3.080740e-04	-4.697323e-04
4.604298581279319e-08	-1.461776e-04	-3.078386e-04
4.605883415037970e-08	3.998416e-05	-1.216801e-04
4.607499828928907e-08	2.308510e-04	6.918322e-05
4.609146265698516e-08	4.245074e-04	2.628360e-04
4.610656583417267e-08	5.999528e-04	4.382779e-04
4.612424960089617e-08	8.006967e-04	6.390178e-04
4.613541356850200e-08	9.239900e-04	7.623085e-04
4.614401362486139e-08	1.016719e-03	8.550355e-04
4.615386166568463e-08	1.120141e-03	9.584555e-04
4.616279633001479e-08	1.211148e-03	1.049462e-03
4.617284882100536e-08	1.310000e-03	1.148310e-03
4.618672644458994e-08	1.439654e-03	1.277961e-03
4.619847048848054e-08	1.542674e-03	1.380978e-03
4.621205825517069e-08	1.653482e-03	1.491783e-03
4.622690037033222e-08	1.763453e-03	1.601752e-03
4.624171577922768e-08	1.860908e-03	1.699204e-03
4.625619130687965e-08	1.943531e-03	1.781824e-03
4.627213281471051e-08	2.019387e-03	1.857678e-03
4.628225820988614e-08	2.059057e-03	1.897346e-03
4.629332161789437e-08	2.094620e-03	1.932908e-03
4.630332804710744e-08	2.119672e-03	1.957959e-03
4.631420793205252e-08	2.139136e-03	1.977422e-03
4.632766301148066e-08	2.151900e-03	1.990184e-03
4.634120010084139e-08	2.152062e-03	1.990345e-03
4.635347166443584e-08	2.141220e-03	1.979503e-03
4.636586158754880e-08	2.119737e-03	1.958020e-03
4.637998647643730e-08	2.082493e-03	1.920775e-03
4.639519983502016e-08	2.027484e-03	1.865766e-03
4.640898905512489e-08	1.964637e-03	1.802919e-03
4.642256142075450e-08	1.891146e-03	1.729429e-03
4.643175719097898e-08	1.835020e-03	1.673303e-03
4.644321383363548e-08	1.758255e-03	1.596538e-03
4.645547975020240e-08	1.668028e-03	1.506312e-03
4.647352374255272e-08	1.521259e-03	1.359546e-03
4.648467104723371e-08	1.422778e-03	1.261066e-03
4.649500119746996e-08	1.326671e-03	1.164960e-03
4.650501680190772e-08	1.229391e-03	1.067681e-03
4.652063975067884e-08	1.070486e-03	9.087789e-04
4.653649625354678e-08	9.014439e-04	7.397389e-04
4.655165065206088e-08	7.339278e-04	5.722255e-04
4.656544301891468e-08	5.775483e-04	4.158486e-04
4.657850176582377e-08	4.270241e-04	2.653270e-04
4.658856339728831e-08	3.099716e-04	1.482765e-04
4.659774301932543e-08	2.027627e-04	4.106958e-05
4.661015989718794e-08	5.772788e-05	-1.039626e-04
4.662368500344966e-08	-9.946264e-05	-2.611502e-04
4.663240968810877e-08	-2.000085e-04	-3.616941e-04
4.664365999171063e-08	-3.281118e-04	-4.897948e-04
4.665537483206362e-08	-4.591053e-04	-6.207858e-04
4.666963001007838e-08	-6.142853e-04	-7.759625e-04
4.668551561137885e-08	-7.805100e-04	-9.421837e-04
4.670021771836008e-08	-9.268693e-04	-1.088540e-03
4.670872256467112e-08	-1.007827e-03	-1.169498e-03
4.672068145492573e-08	-1.116530e-03	-1.278197e-03
4.673385603159393e-08	-1.228769e-03	-1.390433e-03
4.674442628059708e-08	-1.312708e-03	-1.474368e-03
4.675915531233201e-08	-1.419878e-03	-1.581537e-03
4.676924436592448e-08	-1.486384e-03	-1.648040e-03
4.677858972138537e-08	-1.542723e-03	-1.704378e-03
4.678727504442898e-08	-1.590390e-03	-1.752044e-03
4.679572132805694e-08	-1.632287e-03	-1.793940e-03
4.680717361132519e-08	-1.681880e-03	-1.843531e-03
4.682021202835917e-08	-1.727987e-03	-1.889637e-03
4.683437970669768e-08	-1.765297e-03	-1.926945e-03
4.684717799574622e-08	-1.787350e-03	-1.948996e-03
4.686053851855214e-08	-1.798431e-03	-1.960076e-03
4.687440688114564e-08	-1.796971e-03	-1.958616e-03
4.689197227697922e-08	-1.776218e-03	-1.937861e-03
4.690337489639853e-08	-1.751522e-03	-1.913165e-03
4.691371056631668e-08	-1.721613e-03	-1.883256e-03
4.692396613499609e-08	-1.684981e-03	-1.846624e-03
4.693515781553312e-08	-1.637266e-03	-1.798909e-03
4.694611519350434e-08	-1.582921e-03	-1.744564e-03
4.695704228215101e-08	-1.521442e-03	-1.683086e-03
4.696855781722831e-08	-1.449070e-03	-1.610714e-03
4.698234523573848e-08	-1.352669e-03	-1.514314e-03
4.699744774092896e-08	-1.235604e-03	-1.397250e-03
4.701154527862291e-08	-1.116291e-03	-1.277939e-03
4.702740146794412e-08	-9.716097e-04	-1.133260e-03
4.704070318296768e-08	-8.425246e-04	-1.004176e-03
4.705055046384860e-08	-7.429231e-04	-9.045763e-04
4.705969106628963e-08	-6.477370e-04	-8.093916e-04
4.707088503143553e-08	-5.280226e-04	-6.896791e-04
4.708308532065904e-08	-3.941750e-04	-5.558337e-04
4.709448662208006e-08	-2.664980e-04	-4.281598e-04
4.710652352990485e-08	-1.296559e-04	-2.913190e-04
4.711703189322906e-08	-8.985291e-06	-1.706504e-04
4.712725627411691e-08	1.090288e-04	-5.263839e-05
4.714264579793921e-08	2.867550e-04	1.250846e-04
4.715523669557671e-08	4.314343e-04	2.697613e-04
4.716735344876286e-08	5.692209e-04	4.075452e-04
4.718157980421501e-08	7.281927e-04	5.665139e-04
4.719668627127021e-08	8.925109e-04	7.308288e-04
4.720671146205462e-08	9.984246e-04	8.367403e-04
4.721795654691030e-08	1.113668e-03	9.519815e-04
4.722924440759620e-08	1.225084e-03	1.063395e-03
4.724319412682234e-08	1.356110e-03	1.194417e-03
4.725367446622145e-08	1.449246e-03	1.287552e-03
4.726412509921690e-08	1.537174e-03	1.375478e-03
4.727429441441631e-08	1.617677e-03	1.455979e-03
4.729022425268150e-08	1.733016e-03	1.571315e-03
4.730693053204590e-08	1.838960e-03	1.677257e-03
4.732168100271945e-08	1.918939e-03	1.757233e-03
4.733759564154896e-08	1.990219e-03	1.828510e-03
4.734816782130442e-08	2.028676e-03	1.866966e-03
4.736083548580090e-08	2.065135e-03	1.903424e-03
4.737266738477262e-08	2.089560e-03	1.927848e-03
4.738642775999944e-08	2.106110e-03	1.944397e-03
4.739948191840318e-08	2.109944e-03	1.948230e-03
4.740949234071005e-08	2.105041e-03	1.943326e-03
4.741894428753401e-08	2.094178e-03	1.932462e-03
4.743331418402762e-08	2.066165e-03	1.904448e-03
4.744963591749262e-08	2.017774e-03	1.856058e-03
4.746546115724894e-08	1.954441e-03	1.792725e-03
4.748271033661816e-08	1.867688e-03	1.705972e-03
4.749864755201522e-08	1.771852e-03	1.610137e-03
4.751408867093685e-08	1.665467e-03	1.503754e-03
4.753243796489583e-08	1.523032e-03	1.361320e-03
4.754273362465001e-08	1.436005e-03	1.274294e-03
4.755244268413909e-08	1.349651e-03	1.187941e-03
4.756158400984877e-08	1.264805e-03	1.103097e-03
4.757531864118105e-08	1.131476e-03	9.697694e-04
4.758992181697007e-08	9.828542e-04	8.211498e-04
4.760432160327954e-08	8.304272e-04	6.687251e-04
4.761888890738179e-08	6.714316e-04	5.097321e-04
4.763516738946030e-08	4.895268e-04	3.278303e-04
4.764987867278185e-08	3.225965e-04	1.609029e-04
4.766785529444402e-08	1.173385e-04	-4.435149e-05
4.768070901508941e-08	-2.919658e-05	-1.908839e-04
4.769044996268408e-08	-1.395100e-04	-3.011953e-04
4.769930868088913e-08	-2.389275e-04	-4.006109e-04
4.771056235991159e-08	-3.635145e-04	-5.251956e-04
4.772370142713695e-08	-5.058768e-04	-6.675551e-04
4.773609634659984e-08	-6.364115e-04	-7.980872e-04
4.774986158720965e-08	-7.762061e-04	-9.378789e-04
4.776108416810407e-08	-8.855645e-04	-1.047235e-03
4.777161308123304e-08	-9.839210e-04	-1.145589e-03
4.778618694428069e-08	-1.112526e-03	-1.274191e-03
4.780282454243453e-08	-1.247578e-03	-1.409240e-03
4.781844816273742e-08	-1.361913e-03	-1.523572e-03
4.782748294845511e-08	-1.422139e-03	-1.583797e-03
4.783880726653623e-08	-1.491166e-03	-1.652822e-03
4.785008457831817e-08	-1.552494e-03	-1.714149e-03
4.786299496073607e-08	-1.613269e-03	-1.774922e-03
4.787419370792806e-08	-1.657585e-03	-1.819236e-03
4.788618055587966e-08	-1.696134e-03	-1.857784e-03
4.789811717202654e-08	-1.725211e-03	-1.886860e-03
4.791141671046240e-08	-1.746496e-03	-1.908143e-03
4.792847692564168e-08	-1.756472e-03	-1.918118e-03
4.793862647646066e-08	-1.753133e-03	-1.914778e-03
4.795063328611016e-08	-1.740266e-03	-1.901912e-03
4.796533772029401e-08	-1.711455e-03	-1.873100e-03
4.797503428713560e-08	-1.684680e-03	-1.846325e-03
4.798643905778594e-08	-1.645429e-03	-1.807074e-03
4.799775556482081e-08	-1.598360e-03	-1.760005e-03
4.801526525015376e-08	-1.510153e-03	-1.671799e-03
4.802693166186069e-08	-1.441361e-03	-1.603007e-03
4.803767282974623e-08	-1.371281e-03	-1.532928e-03
4.804806931578729e-08	-1.297571e-03	-1.459218e-03
4.806433015110330e-08	-1.171431e-03	-1.333080e-03
4.807724902867236e-08	-1.062384e-03	-1.224035e-03
4.808689912267610e-08	-9.762369e-04	-1.137889e-03
4.809549097595542e-08	-8.964235e-04	-1.058076e-03
4.810325276152717e-08	-8.219791e-04	-9.836319e-04
4.811170628368281e-08	-7.385653e-04	-9.002204e-04
4.811976722550272e-08	-6.569445e-04	-8.185995e-04
4.813184020683414e-08	-5.313390e-04	-6.929971e-04
4.814438870774151e-08	-3.971033e-04	-5.587636e-04
4.815753133502674e-08	-2.532844e-04	-4.149470e-04
4.817050962702864e-08	-1.088521e-04	-2.705171e-04
4.817993560435764e-08	-2.913612e-06	-1.645804e-04
4.818877888186262e-08	9.692478e-05	-6.474375e-05
4.820288294317653e-08	2.563033e-04	9.463201e-05
4.821674199348004e-08	4.122212e-04	2.505470e-04
4.823178787652325e-08	5.794704e-04	4.177932e-04
4.824673419123147e-08	7.422788e-04	5.805985e-04
4.826252990038806e-08	9.093074e-04	7.476239e-04
4.827696956176483e-08	1.056290e-03	8.946040e-04
4.829423809492961e-08	1.223313e-03	1.061623e-03
4.830827012318973e-08	1.350955e-03	1.189262e-03
4.831700840362588e-08	1.426368e-03	1.264674e-03
4.832695628297541e-08	1.508075e-03	1.346379e-03
4.833881724736257e-08	1.599351e-03	1.437652e-03
4.835497372921636e-08	1.712158e-03	1.550457e-03
4.837312338709728e-08	1.821929e-03	1.660225e-03
4.838782664225162e-08	1.896919e-03	1.735213e-03
4.839792012188058e-08	1.940852e-03	1.779145e-03
4.840668190089629e-08	1.973855e-03	1.812148e-03
4.841735586729806e-08	2.007481e-03	1.845771e-03
4.843056590050614e-08	2.038905e-03	1.877194e-03
4.844194062589781e-08	2.056810e-03	1.895098e-03
4.845179686710478e-08	2.065406e-03	1.903693e-03
4.845988976189406e-08	2.067640e-03	1.905927e-03
4.847018393823155e-08	2.064189e-03	1.902476e-03
4.848235432471698e-08	2.051047e-03	1.889333e-03
4.849371832474778e-08	2.029971e-03	1.868257e-03
4.850404334477558e-08	2.003532e-03	1.841818e-03
4.851716108421661e-08	1.960109e-03	1.798394e-03
4.853099837340027e-08	1.902651e-03	1.740937e-03
4.854742839434389e-08	1.819447e-03	1.657734e-03
4.856224483276511e-08	1.731067e-03	1.569355e-03
4.857462385935892e-08	1.648022e-03	1.486310e-03
4.858765689121422e-08	1.552074e-03	1.390364e-03
4.860067463100252e-08	1.448082e-03	1.286372e-03
4.861152915826695e-08	1.355569e-03	1.193861e-03
4.862233677113366e-08	1.258631e-03	1.096923e-03
4.863590719102475e-08	1.130732e-03	9.690269e-04
4.864788651266543e-08	1.012691e-03	8.509882e-04
4.865775566246376e-08	9.122585e-04	7.505568e-04
4.866878956790089e-08	7.970382e-04	6.353384e-04
4.868119636012747e-08	6.643764e-04	5.026787e-04
4.869787419931238e-08	4.821302e-04	3.204355e-04
4.871556745236444e-08	2.856339e-04	1.239424e-04
4.873299715210433e-08	9.091460e-05	-7.077352e-05
4.874666291991038e-08	-6.125381e-05	-2.229392e-04
4.875554111065233e-08	-1.593651e-04	-3.210472e-04
4.876750102479228e-08	-2.899796e-04	-4.516609e-04
4.877951987363580e-08	-4.188755e-04	-5.805544e-04
4.879189080038776e-08	-5.483865e-04	-7.100629e-04
4.880106763325383e-08	-6.420034e-04	-8.036780e-04
4.881145279605323e-08	-7.450129e-04	-9.066854e-04
4.881835077487440e-08	-8.115453e-04	-9.732164e-04
4.882541065598623e-08	-8.779321e-04	-1.039603e-03
4.883229679069417e-08	-9.409171e-04	-1.102586e-03
4.884284963760719e-08	-1.033789e-03	-1.195455e-03
4.885304512415486e-08	-1.119045e-03	-1.280711e-03
4.886222951021807e-08	-1.191833e-03	-1.353496e-03
4.887578377856800e-08	-1.291797e-03	-1.453458e-03
4.888798966737028e-08	-1.373788e-03	-1.535447e-03
4.889944452280777e-08	-1.443414e-03	-1.605073e-03
4.891135742254156e-08	-1.507958e-03	-1.669614e-03
4.892660071410683e-08	-1.578336e-03	-1.739989e-03
4.893842630452846e-08	-1.623191e-03	-1.784843e-03
4.894808256279245e-08	-1.653328e-03	-1.814979e-03
4.895939252987147e-08	-1.681061e-03	-1.842711e-03
4.897043925984584e-08	-1.700166e-03	-1.861815e-03
4.898740483520820e-08	-1.713973e-03	-1.875621e-03
4.900485158341273e-08	-1.708467e-03	-1.870114e-03
4.902041807502703e-08	-1.686740e-03	-1.848386e-03
4.903370611544150e-08	-1.655785e-03	-1.817431e-03
4.904532926854341e-08	-1.619495e-03	-1.781141e-03
4.905740782800703e-08	-1.572874e-03	-1.734521e-03
4.907360099345365e-08	-1.496578e-03	-1.658225e-03
4.908529581095795e-08	-1.431972e-03	-1.593621e-03
4.909483660352687e-08	-1.373609e-03	-1.535258e-03
4.910357846762121e-08	-1.315844e-03	-1.477493e-03
4.911715521895587e-08	-1.218415e-03	-1.380065e-03
4.912800294239489e-08	-1.134153e-03	-1.295805e-03
4.913899462249710e-08	-1.043360e-03	-1.205012e-03
4.915572345986713e-08	-8.956615e-04	-1.057316e-03
4.917101633841465e-08	-7.516004e-04	-9.132570e-04
4.918760426154361e-08	-5.870310e-04	-7.486900e-04
4.920280261779113e-08	-4.299375e-04	-5.915989e-04
4.921666080162967e-08	-2.825426e-04	-4.442063e-04
4.922659094978009e-08	-1.750395e-04	-3.367050e-04
4.923743280187234e-08	-5.639382e-05	-2.180612e-04
4.924839189581041e-08	6.440705e-05	-9.726240e-05
4.925835392023904e-08	1.745614e-04	1.288891e-05
4.927022988361282e-08	3.057308e-04	1.440572e-04
4.927970983661060e-08	4.099438e-04	2.482684e-04
4.929194420657752e-08	5.431737e-04	3.814959e-04
4.930490012045956e-08	6.820157e-04	5.203353e-04
4.931726169833990e-08	8.116158e-04	6.499331e-04
4.933283476258507e-08	9.697619e-04	8.080761e-04
4.935000745379286e-08	1.136070e-03	9.743814e-04
4.936617645501487e-08	1.283471e-03	1.121779e-03
4.937578899746255e-08	1.366343e-03	1.204650e-03
4.938508546711632e-08	1.442775e-03	1.281080e-03
4.939690904514605e-08	1.534327e-03	1.372629e-03
4.941044408559892e-08	1.630833e-03	1.469134e-03
4.942076561458964e-08	1.698137e-03	1.536436e-03
4.943032598959510e-08	1.755369e-03	1.593667e-03
4.944128543534103e-08	1.814687e-03	1.652983e-03
4.945499100699727e-08	1.879054e-03	1.717348e-03
4.947237459180445e-08	1.944411e-03	1.782703e-03
4.948472336631088e-08	1.979464e-03	1.817756e-03
4.949758624734891e-08	2.005682e-03	1.843973e-03
4.951101997952230e-08	2.021696e-03	1.859985e-03
4.952068794327282e-08	2.025980e-03	1.864269e-03
4.953174611882321e-08	2.023428e-03	1.861716e-03
4.954399208833496e-08	2.011344e-03	1.849632e-03
4.955607625357347e-08	1.989948e-03	1.828235e-03
4.956971472656604e-08	1.954647e-03	1.792934e-03
4.958009986041788e-08	1.919963e-03	1.758251e-03
4.958975904216737e-08	1.881778e-03	1.720066e-03
4.960478260070190e-08	1.811380e-03	1.649668e-03
4.962100007816276e-08	1.720914e-03	1.559203e-03
4.963662887827818e-08	1.620268e-03	1.458559e-03
4.965128326842777e-08	1.514666e-03	1.352958e-03
4.966191936571167e-08	1.431654e-03	1.269946e-03
4.967112678123204e-08	1.355761e-03	1.194055e-03
4.967848729881355e-08	1.292560e-03	1.130855e-03
4.968526326791040e-08	1.232504e-03	1.070799e-03
4.969678822134662e-08	1.126545e-03	9.648404e-04
4.970733974915181e-08	1.025649e-03	8.639476e-04
4.972024527125111e-08	8.978206e-04	7.361209e-04
4.973312075354663e-08	7.661144e-04	6.044167e-04
4.974560245325005e-08	6.351750e-04	4.734793e-04
4.975911704537216e-08	4.906318e-04	3.289384e-04
4.977110167975498e-08	3.607435e-04	1.990522e-04
4.978276451118695e-08	2.334587e-04	7.176958e-05
4.979702403418771e-08	7.757494e-05	-8.411156e-05
4.981274607163046e-08	-9.339576e-05	-2.550793e-04
4.982789546664153e-08	-2.559403e-04	-4.176210e-04
4.983976095694696e-08	-3.809152e-04	-5.425923e-04
4.985320004918079e-08	-5.190887e-04	-6.807646e-04
4.986222909833703e-08	-6.095293e-04	-7.712026e-04
4.987091384218902e-08	-6.944057e-04	-8.560783e-04
4.988381807318693e-08	-8.161762e-04	-9.778464e-04
4.989546798806385e-08	-9.211741e-04	-1.082842e-03
4.990826407894630e-08	-1.030474e-03	-1.192140e-03
4.992355466947164e-08	-1.151954e-03	-1.313618e-03
4.993564247322928e-08	-1.240387e-03	-1.402048e-03
4.995036842003665e-08	-1.338296e-03	-1.499956e-03
4.996650259189786e-08	-1.432387e-03	-1.594044e-03
4.998486745238186e-08	-1.521675e-03	-1.683330e-03
4.999586301695279e-08	-1.565681e-03	-1.727335e-03
5.000424346145381e-08	-1.594305e-03	-1.755958e-03
5.001313121361574e-08	-1.619926e-03	-1.781578e-03
5.002356750853378e-08	-1.643695e-03	-1.805346e-03
5.003577032717381e-08	-1.662730e-03	-1.824380e-03
5.004940761514689e-08	-1.672730e-03	-1.834379e-03
5.006228686444249e-08	-1.671200e-03	-1.832849e-03
5.007614705887349e-08	-1.657664e-03	-1.819313e-03
5.009329427482841e-08	-1.624027e-03	-1.785675e-03
5.011014625315610e-08	-1.573094e-03	-1.734742e-03
5.012558475718590e-08	-1.511311e-03	-1.672960e-03
5.014120717618727e-08	-1.434628e-03	-1.596278e-03
5.015009221892412e-08	-1.384882e-03	-1.546532e-03
5.016090439065175e-08	-1.318618e-03	-1.480269e-03
5.017355327802208e-08	-1.233468e-03	-1.395120e-03
5.018412401053098e-08	-1.156308e-03	-1.317961e-03
5.019571640457008e-08	-1.065810e-03	-1.227464e-03
5.020802229890812e-08	-9.634744e-04	-1.125130e-03
5.021997592969030e-08	-8.583876e-04	-1.020044e-03
5.023756054939611e-08	-6.948332e-04	-8.564922e-04
5.025577008388053e-08	-5.158376e-04	-6.774993e-04
5.027311075312442e-08	-3.381278e-04	-4.997922e-04
5.028843692031460e-08	-1.766717e-04	-3.383386e-04
5.030190334449027e-08	-3.250410e-05	-1.941734e-04
5.031247414560568e-08	8.155838e-05	-8.011279e-05
5.032312563568904e-08	1.967734e-04	3.510030e-05
5.033584156347363e-08	3.340354e-04	1.723600e-04
5.034480307089249e-08	4.302263e-04	2.685484e-04
5.035413134350959e-08	5.295207e-04	3.678419e-04
5.036602105730727e-08	6.543638e-04	4.926829e-04
5.037534512603322e-08	7.505827e-04	5.888999e-04
5.038223561294684e-08	8.205480e-04	6.588630e-04
5.038855013708280e-08	8.836955e-04	7.220104e-04
5.039840191130961e-08	9.801383e-04	8.184515e-04
5.040888024976974e-08	1.079630e-03	9.179407e-04
5.041964895650116e-08	1.178172e-03	1.016484e-03
