time	V(far)	V(near)	V(probe)
4.340641597105868e-09	2.742740e+00	3.499443e+00	2.345582e+00
4.397170782706044e-09	2.771393e+00	3.512489e+00	2.376944e+00
4.445493290895845e-09	2.831939e+00	3.529399e+00	2.405045e+00
4.499914335786253e-09	2.895191e+00	3.531902e+00	2.437561e+00
4.548467406999053e-09	2.931494e+00	3.527262e+00	2.466824e+00
4.600180961750006e-09	2.965520e+00	3.547992e+00	2.498099e+00
4.638469116982043e-09	2.999423e+00	3.583642e+00	2.521322e+00
4.693208005595029e-09	3.063876e+00	3.649422e+00	2.554513e+00
4.743300793140289e-09	3.118643e+00	3.699634e+00	2.584670e+00
4.793769197815481e-09	3.163376e+00	3.697789e+00	2.614935e+00
4.844780562378914e-09	3.214355e+00	3.699087e+00	2.645573e+00
4.903223854536630e-09	3.273023e+00	3.708395e+00	2.680178e+00
4.967718285671775e-09	3.332899e+00	3.681831e+00	2.717250e+00
5.026171185308872e-09	3.376827e+00	3.675099e+00	2.750463e+00
5.065702892415264e-09	3.405392e+00	3.705693e+00	2.789962e+00
5.106978525044229e-09	3.434369e+00	3.751159e+00	2.796037e+00
5.149962753464186e-09	3.456698e+00	3.782007e+00	2.819079e+00
5.191975196632792e-09	3.480257e+00	3.799832e+00	2.840400e+00
5.241519365270598e-09	3.520230e+00	3.798352e+00	2.864209e+00
5.287791879770912e-09	3.574956e+00	3.789201e+00	2.885425e+00
5.331754095817171e-09	3.633597e+00	3.789418e+00	2.904706e+00
5.372844956793000e-09	3.680781e+00	3.801653e+00	2.921771e+00
5.416777474815097e-09	3.704559e+00	3.802962e+00	2.921349e+00
5.448929842958578e-09	3.705580e+00	3.803367e+00	2.950531e+00
5.476376709078245e-09	3.703233e+00	3.812351e+00	2.960143e+00
5.507616941211021e-09	3.702220e+00	3.812563e+00	2.960476e+00
5.536198780682189e-09	3.711032e+00	3.815457e+00	2.979739e+00
5.569956701050875e-09	3.728922e+00	3.820751e+00	2.980955e+00
5.602584609679484e-09	3.738493e+00	3.824293e+00	2.998968e+00
5.632410463845514e-09	3.745004e+00	3.827625e+00	3.000569e+00
5.664585093807415e-09	3.759753e+00	3.831771e+00	3.014023e+00
5.686835580247012e-09	3.778911e+00	3.840209e+00	3.021262e+00
5.707922203765256e-09	3.801086e+00	3.844202e+00	3.022919e+00
5.732327381096874e-09	3.827775e+00	3.846145e+00	3.027316e+00
5.758103907744069e-09	3.853449e+00	3.845163e+00	3.029095e+00
5.785556446041173e-09	3.876295e+00	3.843743e+00	3.035347e+00
5.817203946749936e-09	3.899163e+00	3.847461e+00	3.039220e+00
5.849330911331325e-09	3.909777e+00	3.845260e+00	3.041545e+00
5.876503325229043e-09	3.909440e+00	3.845966e+00	3.045409e+00
5.906856597509989e-09	3.905708e+00	3.849399e+00	3.047938e+00
5.931285272501932e-09	3.900753e+00	3.855863e+00	3.050589e+00
5.949158055381225e-09	3.896110e+00	3.868105e+00	3.052190e+00
5.969273128046171e-09	3.894213e+00	3.880486e+00	3.054058e+00
5.984126859124906e-09	3.895217e+00	3.884841e+00	3.055510e+00
6.001713887079206e-09	3.899136e+00	3.888920e+00	3.056867e+00
6.020641125312137e-09	3.905579e+00	3.891469e+00	3.058718e+00
6.039910430445138e-09	3.912782e+00	3.893054e+00	3.059779e+00
6.058238362740659e-09	3.919466e+00	3.894124e+00	3.061326e+00
6.078944897464581e-09	3.925556e+00	3.888194e+00	3.062782e+00
6.099868823511838e-09	3.931123e+00	3.877064e+00	3.064583e+00
6.116032154146263e-09	3.936977e+00	3.867004e+00	3.065197e+00
6.131137146109118e-09	3.942989e+00	3.857232e+00	3.066015e+00
6.145104020861584e-09	3.947582e+00	3.848299e+00	3.066976e+00
6.158605251053366e-09	3.951499e+00	3.840414e+00	3.068002e+00
6.168954990834138e-09	3.953806e+00	3.835295e+00	3.068358e+00
6.181125937985118e-09	3.955878e+00	3.830369e+00	3.069256e+00
6.190772508873329e-09	3.958035e+00	3.829521e+00	3.069399e+00
6.199686350482223e-09	3.960394e+00	3.831086e+00	3.070078e+00
6.208156425996165e-09	3.962506e+00	3.832328e+00	3.070714e+00
6.221178481347602e-09	3.965506e+00	3.833869e+00	3.071705e+00
6.236044806780175e-09	3.967741e+00	3.839428e+00	3.072070e+00
6.251839253252053e-09	3.969179e+00	3.848055e+00	3.073338e+00
6.267560433628856e-09	3.971045e+00	3.854677e+00	3.073776e+00
6.283939258342512e-09	3.973308e+00	3.859458e+00	3.075238e+00
6.295994278274151e-09	3.974468e+00	3.862575e+00	3.075385e+00
6.303392291023717e-09	3.974920e+00	3.864620e+00	3.076124e+00
6.312494195476940e-09	3.975991e+00	3.866243e+00	3.076396e+00
6.315153210923376e-09	3.976432e+00	3.866554e+00	3.076682e+00
6.318205318524344e-09	3.976938e+00	3.866802e+00	3.077016e+00
6.322028435171765e-09	3.977570e+00	3.866956e+00	3.077443e+00
6.327891203852500e-09	3.978536e+00	3.866877e+00	3.078114e+00
6.330244465736076e-09	3.978988e+00	3.867471e+00	3.077363e+00
6.331898751495697e-09	3.979348e+00	3.868353e+00	3.077557e+00
6.334476668949857e-09	3.979903e+00	3.869617e+00	3.077878e+00
6.337084823818263e-09	3.980457e+00	3.870761e+00	3.078194e+00
6.342301133555073e-09	3.981537e+00	3.872676e+00	3.078839e+00
6.347885694404395e-09	3.982659e+00	3.874195e+00	3.079547e+00
6.356503123304265e-09	3.984324e+00	3.875543e+00	3.080675e+00
6.365948392413600e-09	3.985536e+00	3.877674e+00	3.080296e+00
6.375579914872872e-09	3.986272e+00	3.880296e+00	3.081651e+00
6.385313947455816e-09	3.986923e+00	3.883873e+00	3.081929e+00
6.395316617402387e-09	3.987533e+00	3.888233e+00	3.083420e+00
6.404804816741107e-09	3.988313e+00	3.890314e+00	3.084865e+00
6.411880094713108e-09	3.988312e+00	3.891186e+00	3.084291e+00
6.419084347716388e-09	3.987803e+00	3.891605e+00	3.085416e+00
6.427451442390963e-09	3.987572e+00	3.890921e+00	3.086736e+00
6.437560112094911e-09	3.987544e+00	3.890886e+00	3.086232e+00
6.448331248735495e-09	3.987743e+00	3.891616e+00	3.087627e+00
6.459082890349255e-09	3.988366e+00	3.890544e+00	3.089367e+00
6.468426632549532e-09	3.988817e+00	3.888998e+00	3.089032e+00
6.481116398566719e-09	3.989197e+00	3.886265e+00	3.090657e+00
6.493764800502284e-09	3.990080e+00	3.881764e+00	3.092753e+00
6.507873218549240e-09	3.990749e+00	3.875248e+00	3.093173e+00
6.525938221457495e-09	3.991585e+00	3.865579e+00	3.096251e+00
6.545391335735317e-09	3.994140e+00	3.853092e+00	3.096807e+00
6.573363929262861e-09	4.000626e+00	3.834362e+00	3.099585e+00
6.601628570895926e-09	4.011519e+00	3.818223e+00	3.102394e+00
6.625751931916414e-09	4.021105e+00	3.808462e+00	3.104741e+00
6.652836587983829e-09	4.028163e+00	3.805454e+00	3.107276e+00
6.678183362473028e-09	4.031374e+00	3.810284e+00	3.109545e+00
6.705292668887860e-09	4.031120e+00	3.820461e+00	3.111894e+00
6.725033505855904e-09	4.028098e+00	3.828349e+00	3.113593e+00
6.739071358551905e-09	4.023169e+00	3.832999e+00	3.113605e+00
6.756150824977453e-09	4.016446e+00	3.837481e+00	3.116366e+00
6.768666829089883e-09	4.011916e+00	3.840273e+00	3.116933e+00
6.780238062484052e-09	4.007837e+00	3.842329e+00	3.118669e+00
6.792735575862708e-09	4.004308e+00	3.843801e+00	3.119930e+00
6.801618171405219e-09	4.002196e+00	3.844499e+00	3.120854e+00
6.810537299852422e-09	4.000531e+00	3.844502e+00	3.121803e+00
6.822947229515460e-09	3.999397e+00	3.843245e+00	3.123155e+00
6.834375532547175e-09	4.000218e+00	3.841363e+00	3.124430e+00
6.848966201884857e-09	4.003716e+00	3.838531e+00	3.126088e+00
6.864572832941680e-09	4.009411e+00	3.835355e+00	3.127881e+00
6.887240322469104e-09	4.021581e+00	3.829525e+00	3.130477e+00
6.909614375541163e-09	4.036153e+00	3.822087e+00	3.132986e+00
6.930352604635148e-09	4.048346e+00	3.815166e+00	3.135228e+00
6.952971395374574e-09	4.058490e+00	3.807751e+00	3.137558e+00
6.974850274429637e-09	4.065501e+00	3.800952e+00	3.139676e+00
7.002341931381281e-09	4.071313e+00	3.794582e+00	3.142122e+00
7.032198215365634e-09	4.075214e+00	3.789524e+00	3.144449e+00
7.060887205336926e-09	4.075712e+00	3.784781e+00	3.146289e+00
7.085365904468477e-09	4.073177e+00	3.780192e+00	3.147514e+00
7.107958074691625e-09	4.069206e+00	3.775973e+00	3.148359e+00
7.133507591202017e-09	4.062173e+00	3.772316e+00	3.149005e+00
7.162110852435473e-09	4.051744e+00	3.767875e+00	3.149380e+00
7.185727911280444e-09	4.042094e+00	3.763351e+00	3.149448e+00
7.212489258374089e-09	4.031572e+00	3.758261e+00	3.149282e+00
7.241626186475677e-09	4.023086e+00	3.753738e+00	3.148830e+00
7.273213396615197e-09	4.020231e+00	3.751062e+00	3.148040e+00
7.302415060406994e-09	4.025155e+00	3.748552e+00	3.147049e+00
7.333673959927370e-09	4.037908e+00	3.742567e+00	3.145748e+00
7.366861061683375e-09	4.054873e+00	3.733391e+00	3.144153e+00
7.401793329308257e-09	4.068964e+00	3.718832e+00	3.142302e+00
7.434370900749417e-09	4.074507e+00	3.701225e+00	3.140446e+00
7.469874367846235e-09	4.070899e+00	3.683835e+00	3.138274e+00
7.505801417747632e-09	4.059125e+00	3.673774e+00	3.135869e+00
7.541329448629039e-09	4.043829e+00	3.674644e+00	3.133230e+00
7.572416194127642e-09	4.030285e+00	3.681192e+00	3.130670e+00
7.606567839000538e-09	4.017726e+00	3.686060e+00	3.127569e+00
7.641882734125836e-09	4.008959e+00	3.681898e+00	3.124062e+00
7.677153477502392e-09	4.004732e+00	3.668476e+00	3.120255e+00
7.718469586699373e-09	4.002682e+00	3.646066e+00	3.115381e+00
7.760472122047513e-09	4.000605e+00	3.622732e+00	3.109943e+00
7.810240289544588e-09	3.996434e+00	3.600956e+00	3.102966e+00
7.863449908641008e-09	3.989113e+00	3.586981e+00	3.095068e+00
