time	V(probe)
Step Information: J4=-2  (Step: 1/2)
0.000000000000000e+00	2.945176e-06
1.000000000000000e-09	2.945176e-06
1.199449531894432e-09	2.945176e-06
1.246474218195727e-09	1.065335e-01
1.257386626816080e-09	2.993689e-01
1.266068884242894e-09	5.798091e-01
1.272376227777885e-09	7.566485e-01
1.279110849502131e-09	8.819869e-01
1.288460547452071e-09	9.961792e-01
1.299409137719215e-09	1.076085e+00
1.313159653163722e-09	1.126450e+00
1.330497449038562e-09	1.150177e+00
1.349010305823045e-09	1.150802e+00
1.369065555216045e-09	1.136479e+00
1.392383344336657e-09	1.109041e+00
1.430606562008210e-09	1.051979e+00
1.454218328298614e-09	1.011796e+00
1.464311354454559e-09	9.923420e-01
1.483434132565327e-09	9.537765e-01
1.500000000000000e-09	9.184333e-01
1.511840987879891e-09	8.920048e-01
1.524471374951774e-09	8.628020e-01
1.549732149095540e-09	8.018017e-01
1.600253697383073e-09	6.731405e-01
1.701296793958139e-09	4.086336e-01
1.819737911420817e-09	1.038012e-01
1.866249205732704e-09	-9.291277e-03
1.885065034151488e-09	-5.213407e-02
1.895031006730759e-09	-7.393277e-02
1.902565351463062e-09	-9.001877e-02
1.910488446888248e-09	-1.066116e-01
1.918322669859782e-09	-1.226855e-01
1.928760865691648e-09	-1.435939e-01
1.940361104314704e-09	-1.661173e-01
1.956897600158886e-09	-1.971125e-01
1.968095980001272e-09	-2.173182e-01
1.979388454981930e-09	-2.368773e-01
1.991626805332743e-09	-2.571864e-01
2.007250565729104e-09	-2.818148e-01
2.024788412424378e-09	-3.077716e-01
2.044063515612426e-09	-3.341563e-01
2.065318943294497e-09	-3.604382e-01
2.093974850573294e-09	-3.914294e-01
2.125687611473864e-09	-4.199317e-01
2.163141948444731e-09	-4.458230e-01
2.201930235065226e-09	-4.621439e-01
2.279506808306218e-09	-4.693426e-01
2.367103037622394e-09	-4.440731e-01
2.493475538845353e-09	-3.559564e-01
2.633914900352623e-09	-2.126778e-01
2.731682394296040e-09	-9.960708e-02
2.799645304704291e-09	-2.948095e-02
2.854075445833310e-09	1.319064e-02
2.911424667015307e-09	4.734613e-02
2.970583915704514e-09	7.437281e-02
3.026118285724315e-09	9.144201e-02
3.085772092792602e-09	1.007251e-01
3.128684085413225e-09	1.007649e-01
3.178074057659420e-09	9.439123e-02
3.196016845842572e-09	9.042633e-02
3.220444818984016e-09	8.371154e-02
3.236107695042653e-09	7.925181e-02
3.255860869001505e-09	7.360744e-02
3.264123436865629e-09	7.123347e-02
3.268346341223003e-09	6.998239e-02
3.273644265435332e-09	6.832193e-02
3.278856644813172e-09	6.654944e-02
3.284279988374765e-09	6.446553e-02
3.293204512728738e-09	6.042973e-02
3.307773107684376e-09	5.262473e-02
3.326617050599115e-09	4.115592e-02
3.347057379557375e-09	2.792241e-02
3.367682051151755e-09	1.417929e-02
3.388106155462777e-09	-1.546233e-04
3.402397949835819e-09	-1.119054e-02
3.420689412845461e-09	-2.658888e-02
3.434612922065624e-09	-3.886103e-02
3.449461320758255e-09	-5.227901e-02
3.462339482517317e-09	-6.417983e-02
3.476709472372928e-09	-7.780840e-02
3.492274874754098e-09	-9.287578e-02
3.509519426452957e-09	-1.098179e-01
3.527585628797076e-09	-1.277954e-01
3.546211971149058e-09	-1.465004e-01
3.564933774920866e-09	-1.653502e-01
3.584039370451595e-09	-1.844997e-01
3.603528330997134e-09	-2.038009e-01
3.620516443958805e-09	-2.203322e-01
3.637867211654978e-09	-2.369037e-01
3.654131796073603e-09	-2.521379e-01
3.668050022002544e-09	-2.648749e-01
3.682933886897174e-09	-2.781572e-01
3.695836651534523e-09	-2.893283e-01
3.709442214823402e-09	-3.006749e-01
3.718627302285150e-09	-3.079922e-01
3.729284690558643e-09	-3.160910e-01
3.740207152900322e-09	-3.240930e-01
3.748340354163608e-09	-3.298771e-01
3.757761283740682e-09	-3.364036e-01
3.767648559564043e-09	-3.430550e-01
3.779139891279019e-09	-3.504427e-01
3.796138876660451e-09	-3.607650e-01
3.806374130067548e-09	-3.665650e-01
3.815513728061041e-09	-3.713674e-01
3.825389099449322e-09	-3.762595e-01
3.831321568914597e-09	-3.790627e-01
3.837039829576547e-09	-3.816661e-01
3.841820940952192e-09	-3.837820e-01
3.847072515984956e-09	-3.860413e-01
3.852533643283234e-09	-3.883244e-01
3.856989726703581e-09	-3.901288e-01
3.861636427705793e-09	-3.919388e-01
3.868052571378297e-09	-3.943329e-01
3.872763981555438e-09	-3.960024e-01
3.878211489891558e-09	-3.978210e-01
3.883165263850328e-09	-3.993770e-01
3.887498909873955e-09	-4.006479e-01
3.892583521123892e-09	-4.020431e-01
3.895871869201566e-09	-4.028859e-01
3.899971765597248e-09	-4.038628e-01
3.903782647593828e-09	-4.046984e-01
3.908706797440967e-09	-4.056703e-01
3.913211997903181e-09	-4.064597e-01
3.916446178703535e-09	-4.069556e-01
3.919522679302813e-09	-4.073573e-01
3.925153425455443e-09	-4.079635e-01
3.930658631799228e-09	-4.084242e-01
3.936541239838016e-09	-4.087510e-01
