time	V(pulse)	V(ref)	V(v+)
1.365284217120725e-08	3.301501e+00	-1.340973e-03	3.301341e+00
1.367555841702532e-08	3.301207e+00	-1.029441e-03	3.301029e+00
1.369916534739290e-08	3.301181e+00	-9.827559e-04	3.300983e+00
1.372394889442523e-08	3.301414e+00	-1.193433e-03	3.301193e+00
1.374843395402176e-08	3.301839e+00	-1.597971e-03	3.301598e+00
1.378127176256757e-08	3.302525e+00	-2.264316e-03	3.302264e+00
1.381127862573947e-08	3.303075e+00	-2.805590e-03	3.302806e+00
1.384891617792637e-08	3.303487e+00	-3.217294e-03	3.303217e+00
1.387750830655163e-08	3.303518e+00	-3.254226e-03	3.303254e+00
1.390025993195554e-08	3.303333e+00	-3.075375e-03	3.303075e+00
1.391601356753737e-08	3.303096e+00	-2.843973e-03	3.302844e+00
1.393534865768935e-08	3.302716e+00	-2.468744e-03	3.302469e+00
1.395387753624361e-08	3.302296e+00	-2.053193e-03	3.302053e+00
1.398603915076677e-08	3.301530e+00	-1.290273e-03	3.301290e+00
1.401523690320586e-08	3.300874e+00	-6.337184e-04	3.300634e+00
1.404347485701296e-08	3.300347e+00	-1.017928e-04	3.300102e+00
