time	V(far)	V(near)	V(probe)
4.096654733249066e-09	3.550418e+00	3.299891e+00	3.085955e+00
4.106437191303775e-09	3.543441e+00	3.265511e+00	3.088407e+00
4.117681552733151e-09	3.541760e+00	3.230211e+00	3.084801e+00
4.128213606815810e-09	3.558759e+00	3.213378e+00	3.082226e+00
4.137157835939390e-09	3.572763e+00	3.208434e+00	3.076632e+00
4.146491904958675e-09	3.584754e+00	3.192665e+00	3.080288e+00
4.152626467229344e-09	3.594528e+00	3.171195e+00	3.082352e+00
4.160102745493248e-09	3.601430e+00	3.149451e+00	3.081383e+00
4.165813003030983e-09	3.603751e+00	3.141518e+00	3.083657e+00
4.171453880707764e-09	3.605976e+00	3.137945e+00	3.084245e+00
4.177773949313598e-09	3.610265e+00	3.135984e+00	3.086664e+00
4.187903892631607e-09	3.619273e+00	3.133618e+00	3.091779e+00
4.195614514398579e-09	3.622370e+00	3.141446e+00	3.097552e+00
4.204112315686433e-09	3.627981e+00	3.153404e+00	3.103038e+00
4.210288265260791e-09	3.639870e+00	3.149966e+00	3.108254e+00
4.215053525038323e-09	3.651153e+00	3.141008e+00	3.112598e+00
4.220866597093693e-09	3.664645e+00	3.129431e+00	3.118257e+00
4.227464572398662e-09	3.681084e+00	3.122992e+00	3.125135e+00
4.232418363332011e-09	3.691949e+00	3.123302e+00	3.130599e+00
4.237185780229411e-09	3.697397e+00	3.131574e+00	3.135975e+00
4.242532903274181e-09	3.702428e+00	3.146687e+00	3.142452e+00
4.247994243142659e-09	3.710882e+00	3.155120e+00	3.149170e+00
4.252608830502280e-09	3.720599e+00	3.156729e+00	3.154976e+00
4.258110975023191e-09	3.736926e+00	3.155792e+00	3.162015e+00
4.264629592141114e-09	3.757061e+00	3.152295e+00	3.170465e+00
4.274194225168596e-09	3.776686e+00	3.153443e+00	3.182940e+00
4.281636425901424e-09	3.789926e+00	3.158907e+00	3.192599e+00
4.289885577452445e-09	3.813103e+00	3.164437e+00	3.203101e+00
4.301273742703709e-09	3.844970e+00	3.171410e+00	3.216948e+00
4.306363430422761e-09	3.854037e+00	3.170734e+00	3.222812e+00
4.309457503193517e-09	3.857912e+00	3.174583e+00	3.226254e+00
4.310858451844903e-09	3.858759e+00	3.179640e+00	3.225426e+00
