time	V(pulse)	V(ref)	V(v+)
1.978333669498465e-09	3.292139e+00	-3.216883e-02	3.332169e+00
1.996323614250279e-09	3.301195e+00	-4.093803e-02	3.340938e+00
2.015347437163072e-09	3.309929e+00	-4.936811e-02	3.349368e+00
2.038475577146923e-09	3.319399e+00	-5.847047e-02	3.358470e+00
2.071610954800570e-09	3.330724e+00	-6.927829e-02	3.369278e+00
2.132206921333006e-09	3.346703e+00	-8.433966e-02	3.384340e+00
2.184079407635814e-09	3.356273e+00	-9.315877e-02	3.393159e+00
2.227202670852351e-09	3.360995e+00	-9.729218e-02	3.397292e+00
2.273974129228418e-09	3.363219e+00	-9.892047e-02	3.398920e+00
2.333700221369513e-09	3.362955e+00	-9.795932e-02	3.397959e+00
2.390078157411934e-09	3.360072e+00	-9.449370e-02	3.394494e+00
2.460853485700755e-09	3.353446e+00	-8.726511e-02	3.387265e+00
2.544767868131457e-09	3.342815e+00	-7.607436e-02	3.376074e+00
2.618735740608418e-09	3.332162e+00	-6.500858e-02	3.365009e+00
2.697690094463045e-09	3.321096e+00	-5.354308e-02	3.353543e+00
2.780563188562728e-09	3.310176e+00	-4.236034e-02	3.342360e+00
2.866474432077766e-09	3.297563e+00	-2.981846e-02	3.329818e+00
2.973885395302273e-09	3.279119e+00	-1.173954e-02	3.311739e+00
3.026088841137820e-09	3.270487e+00	-3.132969e-03	3.303133e+00
3.053107459062362e-09	3.267434e+00	1.137235e-04	3.299886e+00
3.067445409064811e-09	3.266975e+00	7.981036e-04	3.299202e+00
3.084041725933012e-09	3.267831e+00	3.107683e-04	3.299689e+00
3.102386949883883e-09	3.270516e+00	-1.884293e-03	3.301884e+00
3.131406161269378e-09	3.278189e+00	-8.698279e-03	3.308698e+00
3.177238492729753e-09	3.295733e+00	-2.481723e-02	3.324817e+00
3.225554964555639e-09	3.318867e+00	-4.639867e-02	3.346399e+00
3.272478446243142e-09	3.343920e+00	-6.991952e-02	3.369920e+00
3.318611143246252e-09	3.369120e+00	-9.361805e-02	3.393618e+00
3.336797382282806e-09	3.378820e+00	-1.027316e-01	3.402732e+00
3.353448835855139e-09	3.387334e+00	-1.107126e-01	3.410712e+00
3.375577845041295e-09	3.398213e+00	-1.208899e-01	3.420890e+00
3.385598927363021e-09	3.402956e+00	-1.253185e-01	3.425318e+00
3.392083746269844e-09	3.405917e+00	-1.280756e-01	3.428076e+00
3.401725781260541e-09	3.410199e+00	-1.320519e-01	3.432052e+00
3.411882710982714e-09	3.414586e+00	-1.361112e-01	3.436111e+00
3.424677609781354e-09	3.419935e+00	-1.410367e-01	3.441037e+00
3.441623321614335e-09	3.426728e+00	-1.472609e-01	3.447261e+00
3.465952540590742e-09	3.435899e+00	-1.556124e-01	3.455612e+00
3.498873566165914e-09	3.447088e+00	-1.656879e-01	3.465688e+00
3.558727400863619e-09	3.465130e+00	-1.816703e-01	3.481670e+00
3.588802484705687e-09	3.473229e+00	-1.886909e-01	3.488691e+00
3.619791421976690e-09	3.480894e+00	-1.951837e-01	3.495184e+00
3.655770827920338e-09	3.489463e+00	-2.023465e-01	3.502347e+00
3.694235538738596e-09	3.498133e+00	-2.095213e-01	3.509521e+00
3.733779490130586e-09	3.506191e+00	-2.161026e-01	3.516103e+00
3.757854601017761e-09	3.510246e+00	-2.193135e-01	3.519314e+00
3.790493303030094e-09	3.514260e+00	-2.222633e-01	3.522263e+00
3.824311098709057e-09	3.516509e+00	-2.234915e-01	3.523491e+00
3.871886292209329e-09	3.516821e+00	-2.224680e-01	3.522468e+00
3.903267855608546e-09	3.515340e+00	-2.201535e-01	3.520154e+00
3.931751053875806e-09	3.512717e+00	-2.168052e-01	3.516805e+00
3.960777297545643e-09	3.509172e+00	-2.125464e-01	3.512547e+00
3.984343585781170e-09	3.505743e+00	-2.085573e-01	3.508557e+00
4.010450653377242e-09	3.501370e+00	-2.035949e-01	3.503595e+00
4.053466985289173e-09	3.493207e+00	-1.945346e-01	3.494535e+00
4.096295287138399e-09	3.484117e+00	-1.846441e-01	3.484644e+00
4.118650143942280e-09	3.478834e+00	-1.789970e-01	3.478997e+00
4.143718265143044e-09	3.472378e+00	-1.721793e-01	3.472179e+00
4.168844021711339e-09	3.465504e+00	-1.649703e-01	3.464970e+00
4.200493239819757e-09	3.456411e+00	-1.554931e-01	3.455493e+00
4.243739219886100e-09	3.443593e+00	-1.422016e-01	3.442202e+00
4.286641173166675e-09	3.430761e+00	-1.289482e-01	3.428948e+00
4.327067112743354e-09	3.418852e+00	-1.166899e-01	3.416690e+00
4.375413314937296e-09	3.405020e+00	-1.025026e-01	3.402503e+00
4.410089667234588e-09	3.395388e+00	-9.265792e-02	3.392658e+00
4.426644723485573e-09	3.390890e+00	-8.808050e-02	3.388081e+00
4.442610002764114e-09	3.386579e+00	-8.371701e-02	3.383717e+00
4.458656535855208e-09	3.382186e+00	-7.930221e-02	3.379302e+00
4.482536209260936e-09	3.375441e+00	-7.257394e-02	3.372574e+00
4.509378622079638e-09	3.367453e+00	-6.466850e-02	3.364668e+00
4.545717130609224e-09	3.355991e+00	-5.339032e-02	3.353390e+00
4.577553957265012e-09	3.345534e+00	-4.312130e-02	3.343121e+00
4.605094044540423e-09	3.336483e+00	-3.421135e-02	3.334211e+00
4.631807413049792e-09	3.328232e+00	-2.603568e-02	3.326036e+00
4.661802186610346e-09	3.320036e+00	-1.784115e-02	3.317841e+00
4.684589163336343e-09	3.314876e+00	-1.262409e-02	3.312624e+00
4.707058641435207e-09	3.310929e+00	-8.581258e-03	3.308581e+00
4.729782984532026e-09	3.308004e+00	-5.538235e-03	3.305538e+00
4.751867299232726e-09	3.306109e+00	-3.520533e-03	3.303520e+00
4.774186035875551e-09	3.305039e+00	-2.324664e-03	3.302325e+00
4.798016276020499e-09	3.304635e+00	-1.796128e-03	3.301796e+00
4.822659445659453e-09	3.304770e+00	-1.824917e-03	3.301825e+00
4.847301636707072e-09	3.305197e+00	-2.183554e-03	3.302184e+00
4.874044426984338e-09	3.305657e+00	-2.622915e-03	3.302623e+00
4.901339501849774e-09	3.305819e+00	-2.815102e-03	3.302815e+00
4.931983290618878e-09	3.305412e+00	-2.483821e-03	3.302484e+00
4.969755155923328e-09	3.304104e+00	-1.293550e-03	3.301294e+00
5.012512976418883e-09	3.301864e+00	8.090099e-04	3.299191e+00
5.055780706970772e-09	3.299146e+00	3.398344e-03	3.296602e+00
5.102152286825150e-09	3.296348e+00	6.103128e-03	3.293897e+00
5.162179114578421e-09	3.293938e+00	8.510785e-03	3.291489e+00
5.217075904653193e-09	3.293899e+00	8.692506e-03	3.291307e+00
5.271965135838754e-09	3.296489e+00	6.364211e-03	3.293636e+00
5.321807028105070e-09	3.300674e+00	2.455458e-03	3.297544e+00
5.347794043157210e-09	3.303344e+00	-8.208670e-05	3.300082e+00
5.370582936766538e-09	3.305751e+00	-2.394111e-03	3.302394e+00
5.400766493308244e-09	3.308694e+00	-5.240871e-03	3.305241e+00
5.432243335381279e-09	3.311250e+00	-7.726979e-03	3.307727e+00
5.474580073888441e-09	3.313765e+00	-1.017181e-02	3.310172e+00
5.523406558221870e-09	3.315694e+00	-1.201005e-02	3.312010e+00
5.568467121877297e-09	3.316903e+00	-1.310345e-02	3.313103e+00
5.613156889745219e-09	3.317894e+00	-1.395282e-02	3.313953e+00
5.658458940208683e-09	3.318839e+00	-1.474802e-02	3.314748e+00
5.706699935602010e-09	3.319638e+00	-1.541209e-02	3.315412e+00
5.756177636564099e-09	3.319910e+00	-1.559306e-02	3.315593e+00
5.812171123891878e-09	3.319376e+00	-1.501224e-02	3.315012e+00
5.843014664418964e-09	3.318570e+00	-1.420574e-02	3.314206e+00
5.878468149401183e-09	3.317127e+00	-1.278021e-02	3.312780e+00
5.915379237203090e-09	3.315325e+00	-1.099245e-02	3.310992e+00
5.958334340079942e-09	3.313175e+00	-8.835397e-03	3.308836e+00
6.003767370417035e-09	3.311077e+00	-6.713271e-03	3.306713e+00
6.024164800667115e-09	3.310214e+00	-5.848160e-03	3.305848e+00
6.041708141923773e-09	3.309449e+00	-5.103474e-03	3.305104e+00
6.064307160344736e-09	3.308278e+00	-3.996423e-03	3.303996e+00
6.087139682425085e-09	3.306731e+00	-2.550950e-03	3.302551e+00
6.124961834176269e-09	3.303381e+00	5.783478e-04	3.299422e+00
6.159507788987511e-09	3.299570e+00	4.159802e-03	3.295840e+00
6.205131230073071e-09	3.293802e+00	9.618873e-03	3.290381e+00
6.228723548164103e-09	3.290695e+00	1.257998e-02	3.287420e+00
6.246186917044650e-09	3.288459e+00	1.472661e-02	3.285274e+00
6.266340010897063e-09	3.286091e+00	1.701609e-02	3.282984e+00
6.285489952715465e-09	3.284193e+00	1.886320e-02	3.281137e+00
6.319758520712157e-09	3.281750e+00	2.125776e-02	3.278742e+00
6.364162336790912e-09	3.280033e+00	2.293974e-02	3.277060e+00
6.410906714356364e-09	3.279515e+00	2.340381e-02	3.276596e+00
6.440521878675017e-09	3.279597e+00	2.325197e-02	3.276748e+00
6.460385369714106e-09	3.279670e+00	2.310339e-02	3.276896e+00
6.476607113091344e-09	3.279613e+00	2.307867e-02	3.276921e+00
6.498771803410591e-09	3.279283e+00	2.327727e-02	3.276723e+00
6.529883974701221e-09	3.278390e+00	2.396451e-02	3.276036e+00
6.559533249315187e-09	3.277103e+00	2.504185e-02	3.274958e+00
6.589366830533336e-09	3.275454e+00	2.647169e-02	3.273528e+00
6.600781487673404e-09	3.274736e+00	2.710446e-02	3.272896e+00
6.608852878518541e-09	3.274191e+00	2.758937e-02	3.272411e+00
6.618703355513386e-09	3.273503e+00	2.820367e-02	3.271796e+00
6.626594979400760e-09	3.272938e+00	2.870944e-02	3.271291e+00
6.634341532505828e-09	3.272372e+00	2.921725e-02	3.270783e+00
6.643848640178102e-09	3.271669e+00	2.985037e-02	3.270149e+00
6.652536610945806e-09	3.271021e+00	3.043463e-02	3.269565e+00
6.660399651327799e-09	3.270434e+00	3.096520e-02	3.269035e+00
6.669659347962747e-09	3.269748e+00	3.158732e-02	3.268413e+00
6.679354990975492e-09	3.269040e+00	3.222984e-02	3.267770e+00
6.690363082428890e-09	3.268257e+00	3.294154e-02	3.267059e+00
6.700852188485668e-09	3.267550e+00	3.358431e-02	3.266416e+00
6.721719350787992e-09	3.266283e+00	3.473808e-02	3.265262e+00
6.745443331236584e-09	3.265114e+00	3.579820e-02	3.264202e+00
6.776033222438264e-09	3.264150e+00	3.665618e-02	3.263344e+00
6.809170202737293e-09	3.263925e+00	3.681021e-02	3.263190e+00
6.850151759919600e-09	3.264853e+00	3.584507e-02	3.264155e+00
6.891972710575001e-09	3.266959e+00	3.373000e-02	3.266270e+00
6.930258040377829e-09	3.269622e+00	3.105888e-02	3.268941e+00
6.948611083440294e-09	3.271044e+00	2.962060e-02	3.270379e+00
6.973062269807979e-09	3.272925e+00	2.769927e-02	3.272301e+00
6.996412499372715e-09	3.274546e+00	2.602225e-02	3.273978e+00
7.029671324401073e-09	3.276447e+00	2.402006e-02	3.275980e+00
7.066737874016165e-09	3.278028e+00	2.231620e-02	3.277684e+00
7.103867119925327e-09	3.279123e+00	2.110066e-02	3.278899e+00
7.130429317041373e-09	3.279676e+00	2.047249e-02	3.279527e+00
7.156901932138415e-09	3.280137e+00	1.995368e-02	3.280046e+00
7.184213813504235e-09	3.280658e+00	1.939337e-02	3.280607e+00
7.219272772654455e-09	3.281544e+00	1.848610e-02	3.281514e+00
7.264651268230964e-09	3.283108e+00	1.692890e-02	3.283071e+00
7.302069919412317e-09	3.284762e+00	1.529685e-02	3.284703e+00
7.345606448093741e-09	3.286936e+00	1.314281e-02	3.286857e+00
7.385494108580171e-09	3.288882e+00	1.119320e-02	3.288807e+00
7.412688869604771e-09	3.290036e+00	1.002047e-02	3.289980e+00
7.436964539154605e-09	3.290862e+00	9.169618e-03	3.290830e+00
7.464484946033065e-09	3.291605e+00	8.402433e-03	3.291598e+00
7.493087526594228e-09	3.292259e+00	7.737891e-03	3.292262e+00
7.533842649927235e-09	3.293192e+00	6.820809e-03	3.293179e+00
7.569817776804326e-09	3.294168e+00	5.886312e-03	3.294114e+00
7.601880922603909e-09	3.295221e+00	4.884864e-03	3.295115e+00
7.625551842077845e-09	3.296092e+00	4.050420e-03	3.295949e+00
7.646472035725081e-09	3.296874e+00	3.292521e-03	3.296707e+00
7.667379587201991e-09	3.297564e+00	2.608460e-03	3.297392e+00
7.697685952158580e-09	3.298313e+00	1.840189e-03	3.298160e+00
7.720768663776490e-09	3.298593e+00	1.525297e-03	3.298475e+00
7.749719554717786e-09	3.298479e+00	1.571931e-03	3.298428e+00
7.783535225133497e-09	3.297806e+00	2.150132e-03	3.297850e+00
7.816323097224598e-09	3.296737e+00	3.131116e-03	3.296869e+00
7.840541155064879e-09	3.295814e+00	4.009348e-03	3.295991e+00
7.869295832765603e-09	3.294815e+00	4.992283e-03	3.295008e+00
7.897342015554846e-09	3.294116e+00	5.711430e-03	3.294289e+00
7.915490847693386e-09	3.293904e+00	5.954557e-03	3.294045e+00
7.933489547624664e-09	3.293937e+00	5.965546e-03	3.294034e+00
7.950844778113681e-09	3.294196e+00	5.754049e-03	3.294246e+00
7.980443440995668e-09	3.294999e+00	5.028314e-03	3.294972e+00
8.014060718111671e-09	3.296183e+00	3.913366e-03	3.296087e+00
8.050539278085407e-09	3.297535e+00	2.601310e-03	3.297399e+00
8.074410225846904e-09	3.298300e+00	1.838946e-03	3.298161e+00
8.094208416353362e-09	3.298744e+00	1.377892e-03	3.298622e+00
8.116609522828989e-09	3.298990e+00	1.096125e-03	3.298904e+00
8.139547375888135e-09	3.298948e+00	1.088074e-03	3.298912e+00
8.165366732435914e-09	3.298544e+00	1.423912e-03	3.298576e+00
8.194493592723586e-09	3.297699e+00	2.185960e-03	3.297814e+00
8.227916738379170e-09	3.296352e+00	3.434732e-03	3.296565e+00
8.258962745944180e-09	3.294867e+00	4.832755e-03	3.295167e+00
8.293449222262371e-09	3.293136e+00	6.481718e-03	3.293518e+00
8.328947365254346e-09	3.291444e+00	8.110385e-03	3.291890e+00
8.347382467255066e-09	3.290676e+00	8.857153e-03	3.291143e+00
8.363132909016366e-09	3.290149e+00	9.376829e-03	3.290623e+00
8.382593716580744e-09	3.289673e+00	9.856923e-03	3.290143e+00
8.401525131130048e-09	3.289420e+00	1.012409e-02	3.289876e+00
8.427095715750989e-09	3.289410e+00	1.016570e-02	3.289834e+00
8.453927382935673e-09	3.289728e+00	9.888900e-03	3.290111e+00
8.473468915583202e-09	3.290162e+00	9.484675e-03	3.290515e+00
8.492518709645660e-09	3.290724e+00	8.948575e-03	3.291051e+00
8.513101859953627e-09	3.291409e+00	8.283956e-03	3.291716e+00
8.539844367218080e-09	3.292309e+00	7.396297e-03	3.292604e+00
8.569250943880326e-09	3.293184e+00	6.513182e-03	3.293487e+00
8.599073991339843e-09	3.293824e+00	5.841441e-03	3.294158e+00
8.630237931701771e-09	3.294125e+00	5.487277e-03	3.294513e+00
8.665937574977847e-09	3.293996e+00	5.540353e-03	3.294460e+00
8.708135124900219e-09	3.293391e+00	6.054224e-03	3.293946e+00
8.731347887615620e-09	3.292905e+00	6.494480e-03	3.293506e+00
8.748323796012725e-09	3.292509e+00	6.864707e-03	3.293135e+00
8.766563454439413e-09	3.292117e+00	7.238519e-03	3.292762e+00
8.795238512224211e-09	3.291673e+00	7.675957e-03	3.292324e+00
8.831485764087683e-09	3.291466e+00	7.903692e-03	3.292096e+00
8.861712391976098e-09	3.291656e+00	7.750574e-03	3.292249e+00
8.886211793780403e-09	3.292089e+00	7.355245e-03	3.292645e+00
8.909590960418018e-09	3.292694e+00	6.787014e-03	3.293213e+00
8.930135167119986e-09	3.293323e+00	6.185435e-03	3.293815e+00
8.948744149619285e-09	3.293929e+00	5.597904e-03	3.294402e+00
8.965699041744115e-09	3.294465e+00	5.070460e-03	3.294930e+00
8.991867384769234e-09	3.295200e+00	4.336157e-03	3.295664e+00
9.017738436729575e-09	3.295769e+00	3.755437e-03	3.296245e+00
9.045662891063685e-09	3.296172e+00	3.331828e-03	3.296668e+00
9.075293998115313e-09	3.296402e+00	3.084635e-03	3.296915e+00
9.114154471997684e-09	3.296583e+00	2.902227e-03	3.297098e+00
9.154721355443935e-09	3.296843e+00	2.672300e-03	3.297328e+00
9.179867756304324e-09	3.297135e+00	2.417158e-03	3.297583e+00
9.195430819686929e-09	3.297415e+00	2.167981e-03	3.297832e+00
9.213300844333668e-09	3.297830e+00	1.791635e-03	3.298208e+00
9.230004502526192e-09	3.298287e+00	1.370170e-03	3.298630e+00
9.251894382798841e-09	3.298951e+00	7.492382e-04	3.299251e+00
9.276739069385196e-09	3.299700e+00	3.527442e-05	3.299965e+00
9.308713246740761e-09	3.300526e+00	-7.730902e-04	3.300773e+00
9.334827031728706e-09	3.300956e+00	-1.213904e-03	3.301214e+00
9.363787794234830e-09	3.301070e+00	-1.362095e-03	3.301362e+00
9.390658867198011e-09	3.300828e+00	-1.161290e-03	3.301161e+00
9.424018820444601e-09	3.300195e+00	-5.741760e-04	3.300574e+00
9.448775653337146e-09	3.299619e+00	-1.622357e-05	3.300016e+00
9.474168942883090e-09	3.299070e+00	5.385496e-04	3.299461e+00
9.500480613049997e-09	3.298688e+00	9.504304e-04	3.299050e+00
9.526715866168604e-09	3.298558e+00	1.132005e-03	3.298868e+00
9.543260823006583e-09	3.298648e+00	1.082195e-03	3.298918e+00
9.564350761289977e-09	3.298966e+00	8.213906e-04	3.299179e+00
9.585484060135455e-09	3.299452e+00	3.911776e-04	3.299609e+00
9.618271707712330e-09	3.300387e+00	-4.701243e-04	3.300470e+00
9.643300689325430e-09	3.301150e+00	-1.187916e-03	3.301188e+00
9.657719893554471e-09	3.301573e+00	-1.593572e-03	3.301594e+00
9.673509322600803e-09	3.301987e+00	-1.995052e-03	3.301995e+00
9.689024813569400e-09	3.302310e+00	-2.311511e-03	3.302311e+00
9.720055795506591e-09	3.302712e+00	-2.717477e-03	3.302717e+00
9.751106347456068e-09	3.302796e+00	-2.818820e-03	3.302819e+00
9.787305772348361e-09	3.302509e+00	-2.566832e-03	3.302567e+00
9.804877997663625e-09	3.302208e+00	-2.288570e-03	3.302289e+00
9.823465856339703e-09	3.301755e+00	-1.861204e-03	3.301861e+00
9.842540398613164e-09	3.301194e+00	-1.327433e-03	3.301327e+00
9.870090635916954e-09	3.300287e+00	-4.539541e-04	3.300454e+00
9.899688582067334e-09	3.299297e+00	5.118265e-04	3.299488e+00
9.936635244140731e-09	3.298202e+00	1.599642e-03	3.298400e+00
9.972863481520086e-09	3.297390e+00	2.430161e-03	3.297570e+00
9.991686293440288e-09	3.297139e+00	2.701049e-03	3.297299e+00
1.001058470610499e-08	3.297058e+00	2.810590e-03	3.297189e+00
1.003139992706144e-08	3.297126e+00	2.778249e-03	3.297222e+00
1.005182909543212e-08	3.297346e+00	2.594412e-03	3.297406e+00
1.008307844061313e-08	3.297884e+00	2.107171e-03	3.297893e+00
1.011971993432255e-08	3.298653e+00	1.388172e-03	3.298612e+00
1.013966947987276e-08	3.299083e+00	9.768611e-04	3.299023e+00
1.016215647607577e-08	3.299509e+00	5.589737e-04	3.299441e+00
1.018509750605994e-08	3.299812e+00	2.512382e-04	3.299749e+00
1.021608509657392e-08	3.299959e+00	7.858141e-05	3.299922e+00
1.024643907374996e-08	3.299791e+00	2.064103e-04	3.299793e+00
1.027609449022974e-08	3.299295e+00	6.522473e-04	3.299348e+00
1.031452598730906e-08	3.298325e+00	1.557959e-03	3.298442e+00
1.033886318839680e-08	3.297601e+00	2.248216e-03	3.297752e+00
1.035634611554496e-08	3.297068e+00	2.765677e-03	3.297234e+00
1.037541136490801e-08	3.296545e+00	3.282130e-03	3.296718e+00
1.040332380216602e-08	3.295964e+00	3.869148e-03	3.296131e+00
1.044084558521909e-08	3.295501e+00	4.361604e-03	3.295638e+00
1.045977070074322e-08	3.295451e+00	4.436316e-03	3.295564e+00
1.047950040910459e-08	3.295577e+00	4.340663e-03	3.295659e+00
1.050032528034936e-08	3.295852e+00	4.096864e-03	3.295903e+00
1.053003722975442e-08	3.296389e+00	3.596088e-03	3.296404e+00
1.056455967796379e-08	3.297058e+00	2.949500e-03	3.297050e+00
1.058811680775686e-08	3.297450e+00	2.557100e-03	3.297443e+00
1.061268536175301e-08	3.297721e+00	2.269196e-03	3.297731e+00
1.063137495186403e-08	3.297801e+00	2.167717e-03	3.297832e+00
1.065047918061611e-08	3.297746e+00	2.196056e-03	3.297804e+00
1.067524198336730e-08	3.297517e+00	2.391980e-03	3.297608e+00
1.070614010373866e-08	3.297100e+00	2.777927e-03	3.297222e+00
1.074051942016990e-08	3.296630e+00	3.236442e-03	3.296763e+00
1.076967645037594e-08	3.296341e+00	3.537481e-03	3.296463e+00
1.078531108957181e-08	3.296284e+00	3.611648e-03	3.296388e+00
1.080068042359251e-08	3.296325e+00	3.593597e-03	3.296407e+00
1.081558750130540e-08	3.296445e+00	3.497464e-03	3.296503e+00
1.083259715242587e-08	3.296673e+00	3.297086e-03	3.296703e+00
1.085736184260583e-08	3.297114e+00	2.891682e-03	3.297108e+00
1.089048296800311e-08	3.297749e+00	2.284899e-03	3.297715e+00
1.092376517345365e-08	3.298304e+00	1.733061e-03	3.298267e+00
1.094320159422984e-08	3.298511e+00	1.512452e-03	3.298487e+00
1.096033292039842e-08	3.298571e+00	1.431488e-03	3.298568e+00
1.097595061259950e-08	3.298513e+00	1.465692e-03	3.298534e+00
1.100052493627952e-08	3.298250e+00	1.690633e-03	3.298309e+00
1.102884752494549e-08	3.297796e+00	2.106498e-03	3.297894e+00
1.104807196033920e-08	3.297434e+00	2.451243e-03	3.297549e+00
1.107358552685543e-08	3.296969e+00	2.906852e-03	3.297093e+00
1.109968593443634e-08	3.296594e+00	3.288843e-03	3.296711e+00
1.112080393514654e-08	3.296409e+00	3.489955e-03	3.296510e+00
1.113728519014690e-08	3.296378e+00	3.541525e-03	3.296458e+00
1.115957319463530e-08	3.296490e+00	3.462564e-03	3.296537e+00
1.118276004869737e-08	3.296772e+00	3.216862e-03	3.296783e+00
1.121936172121033e-08	3.297445e+00	2.599221e-03	3.297401e+00
1.125078323692048e-08	3.298130e+00	1.953121e-03	3.298047e+00
1.127406013031579e-08	3.298643e+00	1.458467e-03	3.298542e+00
1.130120871445969e-08	3.299167e+00	9.452295e-04	3.299055e+00
1.132674976409030e-08	3.299524e+00	5.863999e-04	3.299413e+00
1.135778314112266e-08	3.299744e+00	3.524529e-04	3.299648e+00
1.138534660854421e-08	3.299716e+00	3.581415e-04	3.299642e+00
1.141959081055960e-08	3.299432e+00	6.058128e-04	3.299394e+00
1.143395547350412e-08	3.299232e+00	7.893676e-04	3.299211e+00
1.145072096940071e-08	3.298929e+00	1.073325e-03	3.298927e+00
1.146777143106491e-08	3.298583e+00	1.402245e-03	3.298598e+00
1.149578550529555e-08	3.297992e+00	1.973624e-03	3.298026e+00
1.152654947922343e-08	3.297405e+00	2.551626e-03	3.297448e+00
1.156490697784104e-08	3.296837e+00	3.128986e-03	3.296871e+00
1.158149006641764e-08	3.296687e+00	3.290084e-03	3.296710e+00
1.159799529330441e-08	3.296635e+00	3.358970e-03	3.296641e+00
1.161441199653306e-08	3.296669e+00	3.344100e-03	3.296656e+00
1.163833281931934e-08	3.296857e+00	3.188984e-03	3.296811e+00
1.166512989451296e-08	3.297225e+00	2.859463e-03	3.297141e+00
1.170077246274647e-08	3.297875e+00	2.253538e-03	3.297746e+00
1.173579237159183e-08	3.298571e+00	1.589308e-03	3.298411e+00
1.175274521691970e-08	3.298883e+00	1.284673e-03	3.298715e+00
1.177223363271641e-08	3.299172e+00	9.954988e-04	3.299005e+00
1.179202840957432e-08	3.299356e+00	8.019339e-04	3.299198e+00
1.182170573203197e-08	3.299431e+00	7.014499e-04	3.299299e+00
1.184452641817815e-08	3.299317e+00	7.878719e-04	3.299212e+00
1.186668993159638e-08	3.299037e+00	1.036856e-03	3.298963e+00
1.189356134693419e-08	3.298527e+00	1.509825e-03	3.298490e+00
1.193584930703537e-08	3.297558e+00	2.430106e-03	3.297570e+00
1.195880630182692e-08	3.297009e+00	2.960758e-03	3.297039e+00
1.197869653397264e-08	3.296564e+00	3.398173e-03	3.296602e+00
1.199671800249085e-08	3.296239e+00	3.724672e-03	3.296275e+00
1.202477480732384e-08	3.295910e+00	4.070149e-03	3.295930e+00
1.205124009339678e-08	3.295809e+00	4.198913e-03	3.295801e+00
1.207731887911829e-08	3.295944e+00	4.099193e-03	3.295901e+00
1.210711596438823e-08	3.296336e+00	3.749474e-03	3.296251e+00
1.213847240328221e-08	3.296902e+00	3.217822e-03	3.296782e+00
1.217515959531724e-08	3.297583e+00	2.553555e-03	3.297446e+00
1.219812133461948e-08	3.297909e+00	2.220922e-03	3.297779e+00
1.222439964996086e-08	3.298103e+00	2.002407e-03	3.297997e+00
1.224182062793943e-08	3.298102e+00	1.978441e-03	3.298022e+00
1.225949308861203e-08	3.297968e+00	2.083689e-03	3.297916e+00
1.228389997038986e-08	3.297626e+00	2.386499e-03	3.297614e+00
1.231208587142782e-08	3.297107e+00	2.869041e-03	3.297131e+00
