0.0039525693;0.017786561
-0.0039525693;0.017786561
-0.0039525693;0.037549406
-0.0039525693;0.017786561
-0.0039525693;0.037549406
-0.0039525693;0.037549406
-0.0039525693;0.037549406
0;0.037549406
-0.0079051387;0.037549406
-0.0039525693;0.037549406
-0.0039525693;0.037549406
-0.0039525693;0.057312254
-0.0039525693;0.037549406
-0.0079051387;0.017786561
-0.0079051387;0.017786561
-0.0079051387;0.017786561
-0.0039525693;0.017786561
0.0039525693;0.057312254
0;0.037549406
0.0039525693;0.037549406
0.0079051387;0.057312254
0.0039525693;0.037549406
0.011857707;0.017786561
0.011857707;0.057312254
0.0079051387;-0.0019762847
0.011857707;0.017786561
0.0079051387;-0.0019762847
0.0039525693;0.037549406
0.0039525693;0.017786561
0.0079051387;0.017786561
0.0079051387;0.037549406
0.0079051387;0.057312254
0;0.017786561
0.0039525693;0.037549406
0.0039525693;0.037549406
0.0079051387;0.037549406
0.0039525693;0.057312254
0.0039525693;0.017786561
0.0039525693;0.017786561
0.0039525693;0.037549406
0;0.037549406
0;0.057312254
0.0039525693;0.017786561
0;0.037549406
0.0039525693;0.037549406
0.0039525693;0.017786561
0.0039525693;0.017786561
0;0.057312254
0.0039525693;0.037549406
0.0039525693;0.037549406
0.0039525693;0.057312254
-0.0039525693;0.017786561
0.0039525693;0.017786561
0.0039525693;0.037549406
0.0039525693;0.017786561
0.0039525693;0.037549406
0.0039525693;0.017786561
0.0079051387;0.037549406
0.0039525693;0.017786561
0;-0.0019762847
0.0039525693;0.057312254
0.0039525693;0.017786561
0;0.037549406
0.0039525693;0.037549406
0.0039525693;0.037549406
-0.0079051387;0.017786561
0.14229248;0.057312254
0.256917;0.037549406
0.059288539;0.017786561
-0.035573121;-0.0019762847
-0.0079051387;0.017786561
0.011857707;0.096837945
-0.027667984;0.096837945
-0.031620555;0.037549406
0.039525691;0.037549406
0.094861656;0.15612648
0.11857708;0.39328063
0.13438736;1.0849802
0.12252964;1.7766799
0.083003953;2.270751
0.047430828;2.527668
0.0079051387;2.7450593
-0.031620555;2.9624505
-0.059288539;3.0217392
-0.071146242;2.9822135
-0.071146242;2.903162
-0.094861656;2.8636363
-0.098814227;2.8636363
-0.083003953;3.0019763
-0.063241109;3.1205533
-0.051383398;3.160079
