2.5312252;1.9940711
2.6102767;2.2312253
2.6656127;2.527668
2.7130435;2.8833992
2.7762847;3.1205533
2.8474309;3.179842
2.9027667;3.0612648
2.9660079;2.922925
3.0213439;2.8636363
3.0924902;2.922925
3.1636364;3.1007905
3.2268775;3.2391305
3.258498;3.3181818
3.2110672;3.3577075
3.1399209;3.3577075
3.0450592;3.3181818
2.973913;3.2391305
2.9422925;3.1403162
2.9185772;3.0612648
2.9343874;2.9822135
2.973913;3.0217392
3.0055337;3.0810277
2.973913;3.160079
2.9422925;3.179842
2.8948617;3.179842
2.8395257;3.1996047
2.7920949;3.179842
2.7209487;3.160079
2.689328;3.1403162
2.6735177;3.1403162
2.6656127;3.160079
2.6814229;3.1403162
2.6972332;3.160079
2.7209487;3.1996047
2.7367589;3.1996047
2.7367589;3.179842
2.7209487;3.160079
2.7288537;3.1205533
2.7051384;3.1007905
2.6814229;3.1205533
2.6814229;3.1403162
2.6735177;3.179842
2.689328;3.160079
2.689328;3.1403162
2.7288537;3.160079
2.7604742;3.179842
2.7762847;3.179842
2.7920949;3.160079
2.7841897;3.160079
2.7762847;3.160079
2.7841897;3.179842
2.7920949;3.179842
2.8;3.179842
2.8;3.179842
2.8;3.179842
2.8158102;3.179842
2.8079052;3.179842
2.8158102;3.160079
2.8316205;3.179842
2.8316205;3.160079
2.8237154;3.160079
2.8316205;3.1403162
2.8237154;3.160079
2.8158102;3.179842
2.8;3.179842
2.7841897;3.179842
2.7841897;3.160079
2.7762847;3.179842
2.7762847;3.1996047
2.7841897;3.179842
2.7762847;3.160079
2.7920949;3.1403162
2.7841897;3.179842
2.7762847;3.1403162
2.7762847;3.179842
2.7604742;3.179842
2.7762847;3.160079
2.7604742;3.160079
2.7604742;3.160079
2.7525692;3.160079
2.7525692;3.179842
2.7525692;3.179842
2.7604742;3.1403162
2.7762847;3.179842
2.7762847;3.160079
2.7762847;3.160079
2.7762847;3.160079
2.7762847;3.179842
2.7683794;3.160079
2.7683794;3.179842
